      104m     137l     169l  1a28  1a2a    19hc  105m    153l    154l    157d     176l    180l     1a3a     1a01  1a02  1a0o  1a2a  1a2j    135l
8484   1.0   193.12   575.75   0.0   1.0  157.70   NaN   59.53   91.18     NaN   166.53  113.97    98.11   237.99   1.0   1.0   1.0   1.0   36.73
8485   1.0   198.82   516.45   1.0   0.0  286.69   NaN   91.79   69.05     NaN   160.50  326.18    52.64   166.24   1.0   1.0   0.0   1.0   43.51
8486   1.0    55.24   921.57   1.0   1.0  103.50   NaN  106.05   52.12     NaN    91.86  410.90    70.24   490.59   1.0   1.0   1.0   1.0   32.70
8487   1.0   344.76   309.78   1.0   1.0   81.53   NaN   69.21  332.42     NaN   156.96  157.96   163.78   125.43   1.0   1.0   1.0   1.0   31.39
8488   1.0   201.25   567.51   1.0   1.0  141.06   NaN   28.67  196.94     NaN   211.37  252.09   157.47    25.23   0.0   1.0   1.0   1.0   28.99
8489   1.0   173.99   479.99   1.0   1.0  255.22   NaN  161.35  144.66     NaN    70.14  149.44   178.71    54.01   1.0   1.0   1.0   1.0   38.46
8490   1.0   130.35   437.19   0.0   1.0  304.95   NaN  123.77  188.27     NaN   157.73  406.78   202.22   294.12   1.0   1.0   1.0   1.0   87.52
8491   1.0   139.84   213.64   1.0   1.0  158.40   NaN   24.77   85.37     NaN   212.32  363.79   397.31    56.97   1.0   1.0   1.0   1.0   91.24
8492   1.0   171.44   617.17   0.0   1.0   51.00   NaN   74.36  198.31     NaN    61.31  731.87   350.74    58.22   1.0   1.0   1.0   1.0   95.39
8493   1.0   213.53   226.07   1.0   0.0  184.39   NaN  245.21  133.05     NaN    75.16  256.30   138.54   289.96   1.0   1.0   0.0   1.0   63.62
8494   1.0    62.43   628.20   1.0   0.0  172.52   NaN  130.00  440.11     NaN   282.73   55.66   526.46   208.07   1.0   1.0   0.0   1.0   96.03
8495   0.0    59.29   367.95   1.0   1.0  249.04   NaN  274.31  254.33     NaN   503.90  234.79   341.49    18.86   1.0   1.0   1.0   1.0   70.33
8496   1.0    78.85   312.72   0.0   1.0  140.84   NaN  113.49  200.68     NaN   370.57  327.77   492.24    77.83   1.0   1.0   1.0   1.0   33.09
8497   1.0   622.67   710.79   1.0   1.0   17.29   NaN   59.19  136.00     NaN   227.32  123.94   106.59   167.27   1.0   1.0   1.0   1.0   69.20
8498   1.0   277.72   372.44   1.0   1.0  130.70   NaN   73.41  264.40     NaN   210.71  192.73   113.62   135.74   1.0   1.0   1.0   1.0   64.07
8499   1.0   426.76  1665.65   1.0   1.0  101.03   NaN  333.30   64.74     NaN    73.37   47.49   199.80    98.74   1.0   1.0   1.0   1.0   33.09
8500   1.0   249.38   690.24   1.0   1.0  345.16   NaN  191.87  138.59     NaN   126.43  116.14   112.50   128.57   1.0   1.0   1.0   1.0  105.52
8501   1.0   290.21   350.02   1.0   1.0   92.31   NaN   51.15  144.68     NaN   240.77   45.90   159.60   304.59   1.0   1.0   1.0   1.0   35.34
8502   1.0   207.35   334.89   1.0   1.0   47.27   NaN  103.74  228.88     NaN    77.12   76.63   329.26   612.77   1.0   1.0   1.0   1.0   86.96
8503   1.0   279.25   406.44   1.0   1.0   94.81   NaN  133.58  176.86     NaN    94.92  182.70   206.66   446.73   1.0   1.0   1.0   1.0   71.74
8504   1.0   214.90   247.53   1.0   1.0  132.89   NaN  291.35   98.59     NaN    81.42  205.15   154.59   273.38   1.0   1.0   1.0   1.0   32.73
8505   1.0   418.82   463.52   1.0   1.0   41.60   NaN  138.47   26.90     NaN   191.26   82.80   108.98   191.88   1.0   1.0   1.0   1.0   26.41
8506   0.0   305.86   520.61   1.0   0.0  118.36   NaN  129.77   21.19     NaN    81.53   35.10   150.22   191.22   1.0   0.0   0.0   1.0   53.75
8507   0.0   253.20   645.97   1.0   1.0   66.68   NaN   52.73   64.20     NaN    17.63   42.17   215.32   118.54   1.0   1.0   1.0   1.0   93.73
8508   1.0    45.55   203.50   1.0   1.0  107.62   NaN   53.91   56.19     NaN    37.30   52.15   341.84   134.94   1.0   1.0   1.0   1.0   51.75
8509   1.0   107.46   305.90   1.0   1.0   34.55   NaN   39.37   40.87     NaN   264.27   18.34    82.29    67.73   1.0   0.0   1.0   1.0   37.72
8510   1.0   209.83   691.20   1.0   1.0  155.57   NaN   83.94   58.70     NaN   178.69   53.38    61.40    92.75   1.0   1.0   1.0   1.0   31.93
8511   1.0    80.15   618.98   1.0   1.0  167.91   NaN   52.62   82.51     NaN    77.42  225.72   279.00   160.13   1.0   1.0   1.0   1.0   27.90
8512   1.0   130.19   212.67   1.0   1.0  274.89   NaN  328.19   33.59     NaN   260.66  276.11   109.12   301.37   1.0   0.0   1.0   1.0   34.21
8513   1.0   508.14   372.82   1.0   0.0  179.79   NaN   89.16   34.38     NaN   135.70   28.09    88.46   263.04   1.0   1.0   0.0   1.0   32.19
8514   1.0   201.30   197.57   1.0   1.0  120.24   NaN  219.48   56.57     NaN   239.16   55.73   147.65   157.14   1.0   1.0   1.0   1.0   33.00
8515   1.0   137.77   335.40   1.0   1.0  375.41   NaN  108.37  388.40     NaN   191.84  350.54   126.02    62.59   1.0   1.0   1.0   1.0   39.01
8516   1.0   344.85   218.57   1.0   1.0  190.49   NaN  228.42  225.86     NaN   288.15  118.48   211.07   185.60   1.0   1.0   1.0   1.0   52.49
8517   1.0   101.57   310.47   1.0   1.0  195.37   NaN   80.69   20.77     NaN   260.48  153.83   206.71   109.13   1.0   1.0   1.0   1.0   98.61
8518   1.0   439.30   186.41   1.0   1.0  112.42   NaN  198.91  351.68     NaN   135.55  400.78   282.35   136.22   0.0   1.0   1.0   0.0   44.37
8519   1.0   150.26   500.65   1.0   1.0  176.76   NaN  255.23  308.99     NaN   184.45  205.66    72.17   458.66   0.0   1.0   1.0   1.0   71.90
8520   1.0   243.79   238.11   1.0   1.0  117.80   NaN  242.87  325.34     NaN   103.67  243.27    75.23   177.99   1.0   1.0   1.0   1.0   48.01
8521   1.0    55.55   195.95   1.0   1.0  190.96   NaN  229.68  227.97     NaN    84.34  343.56    68.69   219.27   1.0   1.0   1.0   1.0   63.17
8522   1.0   205.45   229.44   1.0   1.0   19.35   NaN  263.55  120.12     NaN    77.72   70.25    52.36    43.28   1.0   1.0   1.0   1.0   75.51
8523   1.0   142.04   468.67   1.0   1.0  213.07   NaN  356.18  326.28     NaN   129.73  247.91    71.47    85.58   1.0   1.0   1.0   1.0   30.35
8524   0.0   131.20   261.58   1.0   1.0  141.16   NaN    4.40  166.09     NaN   152.61  146.71    31.52    57.99   1.0   1.0   1.0   1.0   48.81
8525   1.0    41.75   411.36   1.0   1.0  137.93   NaN   75.69   24.35     NaN   405.39  156.82   214.22   208.90   1.0   1.0   1.0   1.0   64.62
8526   1.0   173.57   361.32   1.0   1.0  148.04   NaN  211.92  176.40     NaN    86.48  185.68   156.68   457.57   0.0   1.0   1.0   1.0   32.68
8527   0.0    86.19   694.96   1.0   1.0  131.33   NaN  100.82  289.37     NaN    79.77   54.31   237.78   593.31   1.0   1.0   1.0   1.0   53.30
8528   1.0   259.73   296.86   1.0   1.0  302.53   NaN   52.79   22.01     NaN   124.34   67.79   305.00   517.01   1.0   1.0   1.0   1.0   85.38
8529   1.0   246.01   260.05   1.0   1.0  180.74   NaN  100.01  178.02     NaN   125.76  191.20   240.29   214.43   1.0   1.0   1.0   0.0   68.43
8530   1.0   139.16   397.91   1.0   1.0  153.21   NaN  125.53  145.98     NaN   184.85   24.06    43.94   345.70   1.0   1.0   1.0   1.0   42.36
8531   1.0   207.73   430.69   1.0   1.0  173.10   NaN   62.10   94.33     NaN   133.85  138.27   158.27   309.07   0.0   1.0   1.0   1.0   49.85
8532   1.0   387.90  1064.15   1.0   1.0   54.51   NaN   29.77   80.14     NaN    93.31  107.37   325.42    95.43   1.0   1.0   1.0   1.0   40.12
8533   1.0   155.69   254.69   1.0   0.0   74.90   NaN  188.33   50.79     NaN    91.05  135.02   199.51   195.07   1.0   1.0   0.0   1.0   37.97
8534   1.0    88.08   931.36   1.0   0.0  381.11   NaN   77.25   13.53     NaN    36.78   52.88   167.46   143.05   1.0   1.0   0.0   1.0   52.19
8535   1.0    68.47   184.42   1.0   1.0  138.74   NaN  231.74   78.26     NaN   223.01   33.67   164.43   112.61   1.0   1.0   1.0   1.0   29.51
8536   1.0   166.16   676.57   1.0   1.0  248.59   NaN  258.60   96.80     NaN   103.03   33.50   132.19   114.33   1.0   1.0   1.0   1.0   27.16
8537   1.0   165.05   242.79   1.0   1.0   64.69   NaN   25.91  243.59     NaN    49.47   29.29   330.92    59.51   1.0   1.0   1.0   1.0   64.86
8538   1.0   253.70   694.18   1.0   1.0  104.44   NaN  379.80  394.45     NaN    68.65   43.68   214.64   271.41   0.0   1.0   1.0   1.0   33.66
8539   0.0    95.53   412.02   1.0   1.0   36.76   NaN  178.63  275.00     NaN    91.88  553.53   172.47   227.83   1.0   1.0   1.0   0.0   28.26
8540   0.0   185.01   871.88   1.0   1.0  111.77   NaN   99.87   55.33     NaN   172.02  170.14   186.68    72.68   1.0   1.0   1.0   1.0   34.84
8541   1.0    62.25   558.91   1.0   1.0  105.33   NaN   25.79   35.94     NaN   258.96  107.63   183.64    81.52   1.0   1.0   1.0   1.0   27.34
8542   0.0    59.00   624.48   1.0   1.0   75.80   NaN  139.20  159.72     NaN    52.65  306.62    22.17   267.00   1.0   1.0   1.0   1.0   53.39
8543   1.0   424.77   972.75   1.0   1.0  111.75   NaN  195.38  351.52     NaN   106.13  331.46    69.79   152.98   1.0   1.0   1.0   1.0   86.62
8544   1.0   366.72   335.82   1.0   1.0  203.37   NaN  260.95  269.84     NaN   140.30  422.78   265.34   310.72   1.0   1.0   1.0   1.0   83.32
8545   1.0   359.76   227.59   1.0   1.0   78.08   NaN  128.45  167.42     NaN    75.86  484.71   133.50    82.52   1.0   1.0   1.0   1.0   59.56
8546   1.0   123.82   929.35   1.0   1.0   76.63   NaN  178.65   80.43     NaN   129.24  118.42   194.66    95.76   1.0   1.0   1.0   1.0   50.71
8547   1.0    70.72   239.38   1.0   1.0  163.33   NaN  194.90  152.23     NaN    65.61  402.71    84.91   282.61   1.0   1.0   1.0   1.0   55.01
8548   1.0   137.45   311.52   1.0   1.0   58.97   NaN  136.96   55.32     NaN    63.26  128.64   340.72   103.83   1.0   1.0   1.0   0.0   61.13
8549   1.0   181.52   187.56   1.0   1.0  170.47   NaN   80.71   68.47     NaN    36.13  124.20   113.55   105.78   1.0   1.0   1.0   1.0   56.54
8550   1.0    94.13   163.95   1.0   1.0  262.95   NaN  155.96   41.54     NaN   144.09  108.21    41.74    48.84   1.0   1.0   1.0   1.0   75.51
8551   1.0    44.09   226.91   1.0   1.0  159.54   NaN   75.47  205.73     NaN    85.37  337.25   150.83   191.01   1.0   1.0   1.0   1.0   30.03
8552   1.0   207.32   531.20   1.0   1.0  150.91   NaN  103.45   75.32     NaN   127.56  166.33    63.55   484.19   1.0   1.0   1.0   1.0   30.69
8553   1.0   135.16   363.31   0.0   1.0  196.52   NaN   19.01   87.55     NaN   108.69  245.48    65.77   519.21   0.0   1.0   1.0   1.0   39.33
8554   1.0    97.67   338.39   1.0   1.0  193.11   NaN  121.11   70.64     NaN   155.62  128.52    63.92   346.29   1.0   1.0   1.0   1.0   49.08
8555   1.0   171.65   550.14   1.0   1.0  144.26   NaN   80.51   24.42     NaN    70.32  169.44    83.99   757.32   1.0   1.0   1.0   1.0   44.34
8556   1.0   269.25   714.98   0.0   1.0   98.89   NaN   74.61   30.34     NaN    61.22  130.44   301.79   155.49   1.0   1.0   1.0   1.0   26.60
8557   1.0   169.59   754.94   1.0   0.0  166.12   NaN   37.75   75.01     NaN   113.37  133.93   137.92   536.20   1.0   1.0   0.0   1.0   26.71
8558   1.0   334.12   355.40   1.0   1.0   84.54   NaN  264.99   22.71     NaN    76.92   81.07    82.67   199.00   1.0   1.0   1.0   1.0   27.34
8559   1.0   151.71   468.97   1.0   1.0  188.73   NaN  204.76   17.02     NaN   101.19   29.32   119.49    78.76   1.0   1.0   1.0   1.0   28.92
8560   1.0    75.81   370.39   1.0   1.0  134.99   NaN  138.57    7.46     NaN    95.62   33.72    63.75   235.86   1.0   1.0   1.0   1.0   31.03
8561   1.0   182.99   329.62   1.0   1.0   99.75   NaN  203.43  116.85     NaN   115.26   97.09    68.22   164.10   1.0   0.0   1.0   1.0   38.33
8562   0.0   202.51   318.41   1.0   1.0   29.98   NaN   85.28  145.66     NaN    77.28   77.69   315.42    53.09   1.0   1.0   1.0   1.0   67.37
8563   1.0   116.83   339.37   0.0   1.0  249.10   NaN   85.04  127.04     NaN    34.61   58.69    66.09   259.12   1.0   1.0   1.0   1.0   39.35
8564   1.0   112.87   466.00   1.0   0.0  192.52   NaN  329.14  237.03     NaN   109.06   33.16   404.30   100.39   1.0   1.0   0.0   1.0   60.14
8565   1.0   266.30   623.44   1.0   1.0  244.68   NaN  116.57  225.31     NaN   147.40   15.86   199.42   281.27   1.0   1.0   1.0   1.0   25.38
8566   1.0   138.57   522.31   1.0   1.0  151.77   NaN  190.62  233.61     NaN    73.98  233.47   109.75   225.07   0.0   1.0   1.0   1.0   34.50
8567   1.0   276.07   560.96   1.0   1.0  266.07   NaN  247.64  207.40     NaN    87.52  245.83   385.80    53.82   1.0   1.0   1.0   1.0   28.55
8568   1.0   196.83   539.24   1.0   1.0  125.73   NaN  377.17   18.08     NaN   151.35  264.98   120.91   218.00   1.0   1.0   1.0   1.0   36.68
8569   1.0   278.79   548.37   1.0   1.0  213.33   NaN   54.29  189.16     NaN    55.47  371.91   215.77   219.92   1.0   0.0   1.0   1.0   28.35
8570   1.0   268.74   446.65   1.0   1.0  316.81   NaN  100.99   92.33     NaN    67.31  294.77   278.60    45.14   1.0   1.0   1.0   1.0   32.14
8571   1.0   141.19   501.69   1.0   0.0  175.20   NaN  112.72  253.34     NaN   118.74  288.71    59.97   130.65   1.0   1.0   0.0   1.0   27.57
8572   1.0   118.39   401.97   1.0   1.0   44.72   NaN  145.58  276.74     NaN    58.94  368.11   379.99   184.18   1.0   1.0   1.0   1.0   63.70
8573   1.0   194.78   461.60   1.0   1.0   21.29   NaN  169.10  176.24     NaN    79.38  165.71   210.05   227.51   1.0   1.0   1.0   1.0   90.14
8574   1.0   234.53   456.97   1.0   1.0  109.19   NaN  115.15  101.88     NaN   127.85   81.87   340.13   162.79   0.0   1.0   1.0   1.0   41.40
8575   1.0   180.85   955.83   1.0   0.0   77.78   NaN   48.45  117.38     NaN    99.35  296.78   104.08   117.87   1.0   1.0   0.0   1.0   73.83
8576   1.0   183.79   704.69   1.0   1.0   30.94   NaN   76.66  100.36     NaN   116.91  191.37   140.10    73.18   0.0   1.0   1.0   1.0   51.43
8577   1.0   113.22  1078.26   1.0   1.0  121.19   NaN   35.05   97.40     NaN   235.85   44.00   426.16    72.12   1.0   1.0   1.0   1.0   25.18
8578   1.0   282.94   358.52   1.0   1.0  306.47   NaN  339.71  111.44     NaN    78.41  223.20   136.49    54.31   1.0   1.0   1.0   1.0   29.81
8579   1.0   203.42   485.65   1.0   1.0   58.32   NaN  199.81   68.79     NaN    66.53  236.97   172.67    94.38   1.0   0.0   1.0   1.0   23.65
8580   1.0    69.42   230.69   1.0   1.0   95.09   NaN  114.27   87.51     NaN   121.21  131.75   119.10   156.84   1.0   1.0   1.0   1.0   31.25
8581   1.0   125.71   252.96   1.0   1.0  250.16   NaN  215.37   99.01     NaN   105.38  112.81    59.57   458.14   1.0   1.0   1.0   1.0   24.76
8582   1.0    92.78   458.05   1.0   0.0  132.77   NaN   58.62  145.23     NaN   251.61  181.51   214.90   420.73   1.0   1.0   0.0   1.0   23.93
8583   1.0    68.83   119.26   1.0   1.0   96.86   NaN  171.21   26.58     NaN    77.21  106.58   284.35   184.60   1.0   1.0   1.0   1.0   61.30
8584   1.0   187.51   301.42   1.0   1.0  327.28   NaN  133.06   62.20     NaN   183.19   97.71   176.28   398.64   1.0   1.0   1.0   1.0   34.26
8585   1.0   242.29   262.09   1.0   1.0  167.33   NaN  353.14  346.00     NaN   166.37   50.35   131.60    85.25   1.0   1.0   1.0   1.0   27.43
8586   0.0   214.29   368.89   1.0   1.0  213.61   NaN  207.67  364.03     NaN   133.72   66.18    72.59    65.91   1.0   1.0   1.0   1.0   25.88
8587   1.0   130.50   447.51   1.0   1.0  161.95   NaN  135.46  366.00     NaN    97.06   65.26    87.01   160.85   1.0   1.0   1.0   1.0   60.59
8588   1.0    57.74   315.15   1.0   1.0  222.91   NaN  150.70   83.02     NaN   127.78   46.50    86.42   347.82   1.0   1.0   1.0   1.0   62.84
8589   1.0     8.95   558.88   1.0   1.0   82.98   NaN  214.39  468.95     NaN    54.99   15.80    90.94   412.75   1.0   1.0   1.0   1.0   37.95
8590   1.0    48.71   364.94   1.0   1.0  248.67   NaN  104.09  448.15     NaN    56.93   31.19   280.17   431.03   1.0   1.0   1.0   1.0   30.99
8591   1.0   105.18   183.45   1.0   1.0   39.36   NaN  125.84   81.32     NaN    76.94    4.64   273.32   203.82   0.0   1.0   1.0   1.0   26.62
8592   1.0   142.25   553.54   1.0   1.0  173.55   NaN  147.56  230.38     NaN   202.44  260.19   232.31    60.04   1.0   1.0   1.0   0.0   29.33
8593   1.0   210.35   290.84   1.0   1.0  218.65   NaN  199.87  151.72     NaN   136.42   68.93    72.63    79.58   1.0   1.0   1.0   0.0   76.51
8594   1.0   130.19   560.57   1.0   1.0  116.14   NaN  179.68  214.06     NaN   138.44   97.23    85.82    42.15   1.0   1.0   1.0   1.0   32.58
8595   1.0   130.15   320.93   1.0   1.0  124.21   NaN  108.70  130.39     NaN    55.30  251.87    97.86   189.23   0.0   1.0   1.0   1.0   51.40
8596   1.0   162.12   663.40   1.0   1.0  209.49   NaN   35.47  169.96     NaN    77.18  577.98    52.05   313.65   1.0   1.0   1.0   1.0   29.15
8597   1.0    59.02   401.52   1.0   1.0  155.92   NaN   53.27  164.58     NaN    66.88  221.45    78.39    45.94   1.0   1.0   1.0   1.0   54.20
8598   1.0    72.98   684.19   1.0   1.0  113.38   NaN   46.91  158.00     NaN   204.02  576.71    76.34   316.68   1.0   1.0   1.0   1.0   49.24
8599   1.0    80.92   468.96   1.0   1.0  294.05   NaN   38.09   59.88     NaN    85.24  309.60   111.12    99.29   0.0   1.0   1.0   1.0   64.86
8600   0.0    80.85   193.46   1.0   1.0  194.05   NaN   20.01  132.51     NaN    39.09   67.41   257.94   251.90   1.0   1.0   1.0   1.0   35.63
8601   1.0    96.58   344.24   1.0   1.0  112.17   NaN  118.12  153.91     NaN   119.32  517.38    52.23    81.29   1.0   1.0   1.0   1.0   34.70
8602   1.0    93.56   493.02   1.0   0.0   92.02   NaN  295.17  125.50     NaN    64.41  164.23   189.02    75.66   1.0   1.0   0.0   1.0   21.66
8603   1.0    61.36   508.69   1.0   1.0  128.26   NaN  198.75  195.34     NaN   140.51  151.32   334.66   175.59   1.0   1.0   1.0   0.0   38.51
8604   0.0    78.45   340.18   1.0   1.0   60.71   NaN   55.09   73.64     NaN    79.88  363.07   128.51    68.26   1.0   1.0   1.0   0.0   23.05
8605   1.0    53.29   525.61   1.0   1.0  124.53   NaN  372.70   74.23     NaN   274.31  328.92   585.44    42.59   1.0   0.0   1.0   1.0   33.56
8606   0.0    64.32   665.78   1.0   1.0  133.26   NaN  312.27   76.73     NaN   101.35  149.87   451.43    89.09   0.0   1.0   1.0   1.0   28.94
8607   1.0    41.19   678.16   1.0   1.0   51.98   NaN  360.97   42.06     NaN    97.35  151.49   187.29  1040.71   1.0   1.0   1.0   1.0   46.53
8608   1.0    31.12   751.47   1.0   1.0  131.28   NaN  162.43  111.51     NaN    58.09  235.13   529.30   483.39   1.0   1.0   1.0   1.0   35.43
8609   1.0    78.19  1010.17   0.0   0.0   92.81   NaN   80.25  162.19     NaN   135.07   97.80   133.43    97.08   1.0   1.0   0.0   1.0   31.01
8610   1.0    98.02   736.92   1.0   1.0   66.04   NaN  253.96  241.64     NaN   219.08   80.95   196.69   443.40   1.0   1.0   1.0   1.0   29.43
8611   0.0    80.84   520.71   1.0   1.0   70.94   NaN  162.24  305.67     NaN    51.01   80.60   234.36   127.09   1.0   1.0   1.0   1.0   63.71
8612   1.0    66.69   360.87   1.0   1.0  233.80   NaN   39.21  177.33     NaN    56.60  126.37   569.05   159.27   1.0   1.0   1.0   1.0   21.30
8613   1.0   102.03   708.58   1.0   1.0  272.52   NaN  165.63  338.16     NaN    59.66  151.02   161.09   562.53   1.0   1.0   1.0   1.0   25.32
8614   1.0    54.54   559.23   1.0   1.0   99.66   NaN  294.68  479.49     NaN   152.01   70.76   120.77   108.29   0.0   1.0   1.0   1.0   49.89
8615   0.0    89.85   360.79   1.0   1.0  290.41   NaN   13.88  407.56     NaN    58.03   24.54    87.02   123.80   1.0   1.0   1.0   1.0   38.73
8616   1.0    71.64   515.92   0.0   1.0  230.76   NaN  180.09  155.17     NaN   111.91   10.68    32.11   186.27   1.0   1.0   1.0   1.0   45.27
