      104m     137l     169l  1a28  1a2a    19hc  105m    153l    154l    157d     176l    180l     1a3a     1a01  1a02  1a0o  1a2a  1a2j    135l
6261   1.0   223.75   312.08   1.0   1.0   38.56   0.0   58.55  120.32     NaN   325.14   89.25   204.25    59.43   1.0   1.0   1.0   1.0  114.98
6262   1.0    99.57   271.46   1.0   1.0   64.14   1.0   75.37  285.31     NaN   457.76   28.61    87.87    50.11   1.0   1.0   1.0   1.0   50.68
6263   1.0    72.96   326.58   1.0   1.0   50.61   0.0   52.66  202.01     NaN   401.06   21.02    96.65   202.33   1.0   1.0   1.0   1.0  123.35
6264   0.0    89.72   232.18   1.0   1.0   40.83   1.0   61.60  191.10     NaN   325.56   43.73   122.57   217.38   1.0   1.0   1.0   1.0  130.82
6265   1.0   239.56   708.61   1.0   1.0  171.26   1.0   42.41  157.50     NaN   367.03   26.63    82.40   124.01   1.0   1.0   1.0   1.0   64.75
6266   1.0   117.29   691.55   1.0   1.0  197.46   1.0   10.77   80.50     NaN   335.44   19.71    61.74   305.06   1.0   1.0   1.0   1.0   30.87
6267   1.0   115.24   244.68   1.0   1.0   88.74   1.0   46.15  135.80     NaN   152.54   49.09    18.66    53.46   1.0   1.0   1.0   1.0  102.97
6268   1.0   168.82   911.95   1.0   1.0   78.03   1.0  109.20  203.30     NaN   120.29   33.54    67.55   199.20   0.0   1.0   1.0   1.0   74.46
6269   1.0    67.17  1037.51   1.0   1.0   89.22   1.0  101.53  204.48     NaN   516.89   21.33   139.48    79.10   1.0   1.0   1.0   0.0   49.51
6270   1.0   134.41   669.19   1.0   1.0  137.39   1.0   41.95  113.17     NaN   169.28   34.85   141.42   194.10   1.0   1.0   1.0   1.0  113.73
6271   1.0   226.41   247.26   1.0   1.0  203.34   1.0   67.49  150.71     NaN   257.62   52.03    61.97   347.28   1.0   1.0   1.0   1.0   47.58
6272   1.0   182.96   920.33   1.0   1.0   75.00   1.0  155.19   68.77     NaN   185.29    6.36    97.78   147.57   1.0   1.0   1.0   1.0   37.58
6273   1.0   138.48   349.28   0.0   1.0  197.97   1.0   30.60   67.66     NaN   229.10   25.56    58.16   108.02   1.0   1.0   1.0   1.0   79.03
6274   1.0    73.21   482.06   0.0   1.0   25.08   1.0   48.03   39.52     NaN   163.90   34.71   117.57   226.33   1.0   1.0   1.0   1.0   73.37
6275   1.0    37.59   486.63   1.0   1.0   85.26   1.0   50.68   67.99     NaN   173.45   54.02   182.57   160.54   1.0   1.0   1.0   1.0   66.13
6276   0.0   134.53   338.15   0.0   0.0   62.09   1.0   49.80  237.40     NaN   107.89   15.96   149.06   241.47   1.0   1.0   0.0   0.0  112.45
6277   1.0   103.84   536.34   1.0   0.0   89.81   1.0   49.15  144.43     NaN   187.83   51.69    86.60   137.80   1.0   1.0   0.0   1.0   33.01
6278   1.0    66.24   805.82   1.0   1.0  135.83   1.0   49.64  204.37     NaN   171.33   34.06    56.39   220.57   1.0   1.0   1.0   1.0   48.22
6279   1.0   120.57   695.28   1.0   0.0   87.18   1.0   13.74  429.96     NaN   278.51   12.62   134.38   251.00   1.0   1.0   0.0   1.0   25.57
6280   1.0    44.58   432.35   1.0   1.0  226.15   1.0    9.76  407.57     NaN   570.74   26.15    25.92    67.91   1.0   1.0   1.0   0.0   38.66
6281   1.0    52.54   556.64   1.0   1.0  175.88   1.0   76.45  165.75     NaN   203.37   24.71   193.05   120.63   1.0   1.0   1.0   1.0   38.83
6282   1.0   128.94   422.56   1.0   1.0  192.80   1.0   32.96   48.16     NaN   199.63   19.80   179.52   124.74   1.0   1.0   1.0   1.0   29.24
6283   1.0   127.00   259.69   1.0   1.0   57.18   1.0   57.37  236.64     NaN    45.59   42.65   156.20   121.91   1.0   1.0   1.0   0.0   29.43
6284   1.0   231.25   526.60   1.0   1.0   82.08   1.0   40.60   26.59     NaN   197.18   28.79   215.49    75.00   0.0   1.0   1.0   1.0  179.14
6285   1.0    70.48   547.55   1.0   1.0  197.39   1.0   63.92  119.37     NaN   119.77   31.03   177.09   171.18   0.0   1.0   1.0   1.0  225.82
6286   1.0   111.19   352.62   1.0   1.0   63.39   1.0  149.86  369.96     NaN    85.04   32.47   124.14    44.13   1.0   1.0   1.0   1.0   94.25
6287   1.0   167.78   410.21   1.0   1.0   29.01   1.0   85.93   79.50     NaN    74.19   50.54   188.04    73.71   1.0   1.0   1.0   1.0  104.19
6288   1.0   144.93   541.09   1.0   1.0   59.50   1.0   61.49  110.52     NaN   195.32   30.90   174.61    50.32   1.0   1.0   1.0   1.0   34.15
6289   1.0    59.55   619.65   1.0   0.0   57.60   1.0   41.94   60.94     NaN   731.29   27.33   181.91   220.41   0.0   1.0   0.0   1.0  167.83
6290   1.0   183.55   456.10   1.0   1.0   64.23   1.0  184.47  123.11     NaN   758.03   52.77   132.50   184.73   1.0   1.0   1.0   1.0  132.52
6291   1.0    63.47   342.26   1.0   1.0   61.91   1.0   25.16   68.36     NaN    89.13   24.66   165.54   182.09   0.0   1.0   1.0   1.0  139.94
6292   0.0    99.45   441.77   1.0   1.0   22.27   1.0   48.15  174.65     NaN   197.49   33.26   141.57   210.63   1.0   1.0   1.0   0.0  123.98
6293   0.0   217.91   418.89   1.0   1.0   48.16   1.0   54.96   41.61     NaN   162.65   26.80   141.16   192.31   1.0   1.0   1.0   1.0  131.34
6294   0.0   111.50   382.93   1.0   1.0   99.84   1.0   33.14  126.14     NaN   124.92   20.11    96.37   253.99   1.0   1.0   1.0   0.0   50.01
6295   0.0   104.57   430.75   1.0   1.0  144.61   1.0   16.92  159.18     NaN   259.13   28.72    27.94    74.10   1.0   1.0   1.0   1.0  208.41
6296   1.0   124.53   157.13   0.0   1.0  115.04   0.0   53.50   32.51     NaN   341.47    4.80   120.89   385.40   1.0   1.0   1.0   1.0   99.32
6297   0.0    66.76   194.47   1.0   1.0   96.19   1.0   74.42  131.84     NaN   324.67   37.14    60.70   131.40   1.0   1.0   1.0   1.0   87.78
6298   0.0    57.80   566.44   1.0   1.0  151.78   1.0   60.73   61.41     NaN   398.63   42.04   102.18   163.17   1.0   1.0   1.0   1.0   31.17
6299   1.0    92.67   282.27   0.0   1.0  189.58   1.0   63.31  190.30     NaN   121.21   15.17    77.85   213.12   0.0   1.0   1.0   1.0  150.09
6300   1.0   147.46   199.12   1.0   1.0  143.13   1.0   90.65   55.25     NaN    97.12   31.12   194.96   154.94   1.0   1.0   1.0   1.0   99.58
6301   0.0    82.68   239.10   1.0   1.0   65.85   1.0   97.45   51.21     NaN    71.61   53.45   230.96   122.88   1.0   1.0   1.0   1.0  102.83
6302   1.0   149.38   309.89   1.0   1.0   50.31   1.0   68.12  553.16     NaN    97.95   56.01   131.38    54.66   1.0   1.0   1.0   0.0  167.47
6303   0.0   149.32   763.36   1.0   1.0   50.35   1.0   51.38  286.45     NaN    70.00   56.39    70.82   163.41   1.0   1.0   1.0   1.0   98.97
6304   1.0    81.86   228.73   1.0   1.0   38.74   0.0   16.42  272.63     NaN   130.38   28.78    16.51   185.98   1.0   1.0   1.0   1.0   68.02
6305   1.0    82.91   198.66   1.0   1.0  133.37   1.0   51.45  154.17     NaN   272.95  130.72   204.13   161.43   1.0   1.0   1.0   1.0  156.05
6306   0.0    57.97   720.76   1.0   1.0  226.73   1.0   57.64  278.47     NaN   611.73  117.06   114.10    84.62   1.0   1.0   1.0   1.0   53.08
6307   1.0    95.98   375.07   1.0   1.0  122.24   1.0   68.82  465.94     NaN   418.42  113.00   151.21    50.02   1.0   1.0   1.0   0.0  125.59
6308   1.0    98.01   571.73   1.0   1.0  203.78   1.0   41.59  318.63     NaN   375.65   60.99   117.78   167.26   0.0   1.0   1.0   1.0   32.27
6309   1.0   163.05   284.22   1.0   1.0  231.06   1.0   54.47  218.46     NaN   155.57   32.58   130.70   140.75   1.0   1.0   1.0   1.0   30.11
6310   1.0   102.04   445.59   1.0   1.0   76.34   1.0  112.35   95.69     NaN   296.78   47.24   231.21   172.15   1.0   1.0   1.0   1.0   44.51
6311   0.0   170.07   287.47   1.0   1.0  128.27   1.0  129.69  227.96     NaN   490.84   32.83    92.26    89.43   1.0   1.0   1.0   1.0   59.06
6312   1.0    67.02   173.13   1.0   1.0   91.96   1.0   68.26  145.72     NaN   222.62   69.99    84.56    33.21   1.0   1.0   1.0   1.0   30.79
6313   1.0    89.01   569.05   1.0   0.0  114.53   1.0   79.62  193.10     NaN   221.41  186.20   156.31    88.19   1.0   0.0   0.0   0.0   37.38
6314   0.0   105.98   372.40   1.0   1.0  158.46   1.0  100.29   62.02     NaN   304.26   87.31   180.87   130.52   1.0   1.0   1.0   1.0   23.74
6315   0.0   172.89   741.53   1.0   1.0  135.26   0.0   41.97  182.77     NaN    92.94   30.30    35.37   457.27   1.0   1.0   1.0   1.0   28.38
6316   1.0   230.56   291.39   1.0   1.0  249.85   1.0   51.46   74.74     NaN   114.25   46.92    43.32   124.27   1.0   1.0   1.0   1.0   57.89
6317   1.0   105.32   294.00   1.0   1.0   87.42   1.0   69.89   32.71     NaN    87.81   33.42   153.34   350.34   1.0   1.0   1.0   1.0  115.22
6318   1.0    82.29   535.09   1.0   1.0   30.75   1.0   19.55  183.55     NaN   710.76    5.20    85.88   292.58   1.0   1.0   1.0   1.0  102.59
6319   1.0    30.12   617.42   1.0   1.0  138.43   1.0   84.50   59.97     NaN   171.58  119.80    78.77   486.10   1.0   1.0   1.0   1.0   73.57
6320   1.0    97.41   754.65   1.0   1.0   90.00   1.0   39.71   57.12     NaN   212.72  159.88    33.23    48.19   1.0   1.0   1.0   1.0   39.14
6321   1.0   174.77   288.15   1.0   1.0   64.85   0.0   65.21   23.23     NaN   120.72   33.81   186.69    63.92   1.0   1.0   1.0   1.0   29.48
6322   1.0   147.66   149.63   1.0   1.0   87.83   1.0   72.35   22.21     NaN   265.94   86.93    72.70   351.97   1.0   1.0   1.0   1.0  144.94
6323   1.0    96.43   400.56   1.0   1.0   35.34   1.0  112.52  501.25     NaN   234.61  337.61    72.08   261.82   1.0   1.0   1.0   1.0   37.74
6324   1.0    86.38   639.10   1.0   1.0  100.80   1.0   87.65   88.65     NaN   128.47  335.72   138.39   186.06   1.0   1.0   1.0   1.0  104.21
6325   1.0    22.09   622.14   1.0   1.0   34.04   1.0   45.95   76.45     NaN   642.98  456.18    49.50   437.57   1.0   1.0   1.0   1.0  135.87
6326   1.0   105.41   566.62   1.0   1.0  127.59   1.0   66.65  321.44     NaN   188.77  270.33    72.59   525.82   1.0   1.0   1.0   1.0  137.97
6327   1.0   149.52   241.83   0.0   1.0   53.07   1.0   50.71  113.40     NaN   148.70  246.02    64.21   193.65   1.0   1.0   1.0   1.0  245.26
6328   1.0    50.34   455.58   0.0   1.0   89.55   1.0   50.64  592.77     NaN   100.83  172.69    96.58    77.48   0.0   1.0   1.0   1.0  122.39
6329   1.0   151.10   180.41   0.0   0.0   27.40   1.0   32.62  371.93     NaN   160.08  144.76    87.00   378.35   0.0   1.0   0.0   0.0   83.15
6330   1.0   260.02   332.09   1.0   1.0   54.69   1.0   26.78  338.19     NaN   210.01  197.28   116.68   119.83   1.0   1.0   1.0   0.0  140.40
6331   1.0   120.99   890.45   1.0   1.0   52.68   1.0   53.58  171.90     NaN   618.72  196.73   332.16    35.82   0.0   1.0   1.0   1.0   50.32
6332   1.0    95.81   321.06   1.0   0.0   22.59   1.0   20.46  362.18     NaN   383.55  181.99   244.78   134.74   1.0   1.0   0.0   1.0   82.03
6333   1.0    67.58   306.05   1.0   1.0  147.02   1.0   63.31  239.09     NaN   166.17   72.40   187.19   149.88   1.0   1.0   1.0   1.0   72.09
6334   1.0    58.51   403.54   1.0   1.0  153.29   1.0   22.87  227.26     NaN   236.33   61.74    39.86    85.63   1.0   1.0   1.0   1.0   69.02
6335   1.0    88.77   356.48   1.0   1.0   46.14   1.0   12.37  162.04     NaN   167.95   60.33   128.06   144.88   1.0   1.0   1.0   0.0   22.15
6336   1.0    77.67   241.39   1.0   1.0  124.45   1.0   69.49  102.21     NaN   270.13   64.69   164.95    45.59   0.0   1.0   1.0   1.0   46.30
6337   1.0   116.98   326.47   1.0   1.0  229.80   1.0   27.61  140.36     NaN   221.99  103.37   321.63   114.41   1.0   0.0   1.0   1.0  111.42
6338   1.0    67.55   361.19   0.0   1.0   92.70   1.0  309.99  185.85     NaN   274.27   43.42   231.84    25.50   1.0   1.0   1.0   1.0   27.83
6339   1.0    57.44   661.92   1.0   1.0   88.51   1.0  278.64  161.58     NaN   116.70   71.05   123.13   269.01   1.0   1.0   1.0   1.0   36.10
6340   1.0    39.44   612.93   1.0   1.0  163.63   1.0  105.00   36.38     NaN   220.01   55.58   191.44   263.40   1.0   1.0   1.0   1.0   38.08
6341   1.0   179.09   986.90   0.0   1.0  158.59   1.0  112.59  187.24     NaN   108.80   21.51    88.94    65.78   1.0   1.0   1.0   1.0   47.77
6342   0.0   122.49   700.32   1.0   1.0  112.58   1.0   89.56  115.12     NaN   105.57  107.50    17.27   485.28   1.0   1.0   1.0   1.0   65.68
6343   1.0    52.66   782.53   1.0   1.0   35.36   1.0  186.64  153.93     NaN    83.04   44.76    71.85   221.27   1.0   1.0   1.0   1.0   36.63
6344   1.0   122.57   253.22   1.0   1.0   76.60   1.0  309.65  136.69     NaN   169.07   54.10    78.94   414.27   1.0   1.0   1.0   1.0   31.68
6345   1.0   137.80  1014.15   1.0   1.0   70.19   1.0  312.09   45.97     NaN    84.77    9.28    66.01   353.58   1.0   1.0   1.0   1.0   30.76
6346   1.0    52.69   371.98   1.0   1.0  121.90   1.0   57.09   78.50     NaN   211.92   72.43   175.11   328.43   1.0   1.0   1.0   1.0   37.34
6347   0.0    69.92   347.17   1.0   1.0  141.89   0.0   96.51  250.26     NaN   169.45   29.79    66.92   213.65   1.0   1.0   1.0   1.0   50.89
6348   1.0    78.02   697.59   1.0   1.0   49.02   1.0  209.92  531.17     NaN    98.40   32.73   107.57   314.85   1.0   1.0   1.0   1.0   29.84
6349   1.0    90.16   324.32   1.0   1.0   65.94   1.0   62.41  121.49     NaN   201.82  209.37    76.55    51.32   1.0   1.0   1.0   1.0   28.06
6350   1.0   103.29   356.95   0.0   1.0  129.89   1.0   72.65  334.12     NaN   198.75  151.67    90.40   218.22   1.0   1.0   1.0   1.0   31.45
6351   0.0    77.95  1127.61   1.0   1.0  114.42   1.0   90.16  396.53     NaN   125.71  192.31    76.43   414.91   1.0   1.0   1.0   1.0   77.57
6352   1.0    17.27   233.61   1.0   1.0  149.86   1.0   84.98  127.94     NaN    42.65  119.50   175.51    63.31   1.0   1.0   1.0   1.0  141.39
6353   1.0    85.39   552.07   1.0   1.0   70.03   1.0   62.34  349.48     NaN   141.02  173.86   108.74   223.79   1.0   1.0   1.0   1.0  145.38
6354   1.0    92.55   238.84   1.0   1.0   59.84   1.0   65.66  123.55     NaN   196.91  181.84   129.58   142.54   1.0   1.0   1.0   1.0   32.45
6355   1.0   104.79   455.52   0.0   1.0  126.21   1.0   44.77  142.02     NaN   470.21  273.63   236.88    65.33   1.0   1.0   1.0   1.0   34.94
6356   1.0   140.45   394.84   0.0   1.0   37.46   1.0  264.75  241.76     NaN   342.93  206.50   209.59    96.64   1.0   1.0   1.0   1.0  128.87
6357   1.0    77.36   807.97   1.0   1.0  128.41   1.0   83.22   91.71     NaN   160.80  154.08    83.81   289.87   1.0   1.0   1.0   0.0  174.63
6358   1.0    77.37   765.58   1.0   1.0   40.82   1.0  144.74  165.10     NaN   131.15  235.53   157.11   157.03   1.0   1.0   1.0   1.0  109.41
6359   1.0    77.37   381.83   1.0   1.0   48.82   1.0  345.67  194.14     NaN   182.39   58.71   116.68   129.04   1.0   1.0   1.0   1.0  132.72
6360   1.0    88.56   475.19   1.0   1.0   27.49   1.0  104.23  107.55     NaN    95.01   31.85   224.61   150.25   1.0   0.0   1.0   1.0   99.99
6361   1.0   140.44   208.89   1.0   1.0  151.62   1.0  224.25   98.15     NaN   227.93  106.75   166.44    82.35   1.0   1.0   1.0   1.0   92.68
6362   1.0    57.99   443.26   1.0   1.0  101.34   1.0  244.29  102.83     NaN   142.05  140.63    83.30    89.89   1.0   1.0   1.0   1.0   39.84
6363   1.0    61.02   418.48   1.0   0.0   58.79   1.0  147.47   80.96     NaN    80.89  133.75   114.18   141.06   1.0   1.0   0.0   1.0  162.46
6364   1.0    80.69   289.89   1.0   1.0   35.19   1.0  396.29   54.46     NaN   180.75  117.16    43.96    69.72   1.0   1.0   1.0   1.0   98.02
6365   1.0    67.45   455.11   1.0   1.0  146.56   1.0  222.94  128.23     NaN   189.33   82.25    59.12   162.07   1.0   1.0   1.0   1.0   45.19
6366   1.0    55.21    80.32   1.0   1.0  175.63   1.0   93.12  125.00     NaN   328.48   58.58    84.36   137.64   1.0   1.0   1.0   1.0   80.18
6367   1.0    68.52   402.29   1.0   0.0   65.97   1.0  309.10  112.66     NaN   356.06  211.61    69.72   355.21   0.0   1.0   0.0   1.0   27.37
6368   0.0   105.35   341.58   1.0   1.0  112.22   1.0  216.43   52.16     NaN   190.60   91.14    89.58   235.81   1.0   1.0   1.0   1.0   58.09
6369   1.0    63.42   423.92   1.0   1.0   74.81   1.0   33.76   19.66     NaN   245.75   11.12    36.46   196.87   1.0   1.0   1.0   1.0   65.96
6370   1.0    80.81   271.75   1.0   1.0   97.51   1.0  242.89  299.63     NaN    56.25   55.69   122.80   251.15   1.0   1.0   1.0   1.0   31.21
6371   1.0    72.62   287.46   1.0   1.0   42.23   1.0   28.94  103.93     NaN    92.38   25.95   143.62   144.94   1.0   1.0   1.0   1.0   64.22
6372   1.0    65.45   563.23   1.0   1.0   58.69   1.0   73.22  208.29     NaN   196.51   24.28   131.91   234.62   1.0   1.0   1.0   1.0   32.18
6373   1.0    61.34   300.60   1.0   1.0   59.28   1.0  103.58   50.10     NaN   199.54   17.81    61.89   111.34   1.0   1.0   1.0   1.0   48.46
6374   1.0    69.49   665.63   1.0   1.0   93.19   0.0  190.98  603.66     NaN    83.00   30.08    84.17    54.80   0.0   1.0   1.0   1.0   73.69
6375   1.0    79.15   576.28   0.0   1.0   40.31   1.0   45.43  150.77     NaN   130.61   43.08   145.24   259.12   1.0   1.0   1.0   0.0   45.80
6376   1.0    69.91   792.67   1.0   1.0  173.71   1.0   76.15  112.76     NaN   148.86   56.02    80.45   257.41   1.0   1.0   1.0   1.0   44.30
6377   1.0    74.02   810.24   1.0   1.0   39.37   1.0  105.31  169.25     NaN   312.09   40.37   110.61   215.55   1.0   1.0   1.0   1.0   30.38
6378   1.0    85.32   353.94   1.0   0.0   73.19   1.0   81.06  124.47     NaN   109.51   10.05    20.46   265.77   1.0   1.0   0.0   1.0   51.27
6379   1.0    38.03   402.81   1.0   1.0  111.05   1.0   32.36  232.17     NaN   187.82  223.52   154.92   337.98   1.0   1.0   1.0   0.0   36.71
6380   1.0    53.63   394.33   1.0   1.0  132.65   1.0  179.15   84.42     NaN   221.36  347.27   122.64    83.22   1.0   1.0   1.0   0.0   24.44
6381   1.0    65.04   659.59   1.0   1.0   34.52   1.0  310.58  176.56     NaN    96.87  123.78   115.03   153.49   1.0   1.0   1.0   1.0   31.11
6382   1.0    51.64   690.86   1.0   1.0   69.78   1.0  201.28  268.51     NaN   150.40  125.23   179.12   154.18   1.0   0.0   1.0   1.0  167.61
6383   1.0   453.71   639.37   1.0   0.0   21.80   1.0  341.61  184.97     NaN    40.71  206.31    91.61    60.08   1.0   1.0   0.0   0.0  124.11
6384   1.0    21.02   759.28   1.0   1.0  104.17   1.0  103.28  106.53     NaN   138.52  279.43   144.58   139.85   1.0   1.0   1.0   1.0   61.91
6385   1.0   909.31   514.23   1.0   1.0  125.95   1.0  199.72  122.97     NaN   110.02  145.46    53.75    53.76   1.0   1.0   1.0   1.0   68.44
6386   1.0   221.87   684.33   0.0   1.0  126.71   1.0  188.42  157.99     NaN   110.02  273.12    31.99   154.24   1.0   1.0   1.0   1.0   32.84
6387   1.0   246.72   595.78   1.0   1.0  113.99   1.0  322.80   61.07     NaN   112.45  351.08   111.95   116.66   1.0   1.0   1.0   1.0  105.97
6388   1.0   959.02   462.82   1.0   1.0   29.87   1.0  148.77   12.48     NaN   156.12  111.41   163.82   139.13   1.0   1.0   1.0   1.0  174.28
6389   1.0    29.63   471.32   1.0   0.0   77.52   1.0  222.29  128.23     NaN   102.46  110.00    38.02   139.41   1.0   1.0   0.0   1.0  178.19
6390   1.0   173.91   295.32   1.0   1.0  104.25   1.0   68.83  195.67     NaN    36.33  106.91   138.21   307.36   1.0   0.0   1.0   1.0  133.33
6391   1.0    86.92   466.80   1.0   1.0  187.24   1.0  248.94   30.71     NaN    61.70  257.98    86.97   331.07   1.0   1.0   1.0   0.0  157.56
6392   0.0   122.19   241.24   1.0   1.0   70.24   1.0  328.01   37.62     NaN    47.64  137.25    32.46    65.37   1.0   1.0   1.0   1.0   93.59
6393   1.0   443.61   225.61   1.0   1.0   40.99   1.0  101.66  242.25     NaN    70.48  248.32    83.76   121.20   1.0   1.0   1.0   0.0  141.11
6394   1.0   115.35   208.67   1.0   1.0   50.28   1.0  108.06  109.42     NaN   117.38   89.39   181.25   334.58   0.0   1.0   1.0   0.0   60.18
6395   1.0   233.36   390.63   1.0   1.0   40.06   1.0   64.91  251.25     NaN    84.68   57.05    85.56   319.30   1.0   1.0   1.0   1.0   55.21
6396   1.0   408.23   461.75   1.0   1.0  160.82   1.0   87.35   42.03     NaN    67.33   66.27    36.08   216.19   1.0   1.0   1.0   1.0   59.25
6397   1.0    46.58   461.79   1.0   1.0   35.07   1.0   37.31  253.48     NaN   115.38   44.49    70.58   163.27   1.0   1.0   1.0   1.0   94.91
6398   1.0    56.97   341.16   1.0   1.0  162.71   1.0   53.66  251.15     NaN   136.89  127.30   151.85    51.07   1.0   1.0   1.0   1.0   27.95
6399   1.0   547.20   410.34   1.0   1.0  122.40   1.0   91.81   77.80     NaN    85.88  106.69    40.07   114.37   0.0   1.0   1.0   1.0   61.70
6400   1.0    36.94   236.18   1.0   0.0  108.18   1.0   74.33  281.68     NaN    53.01   60.58    33.36   147.20   1.0   1.0   0.0   1.0   26.87
6401   1.0    90.79   448.93   0.0   1.0   58.75   1.0   54.42  123.78     NaN    46.36   91.40   134.57   259.97   1.0   1.0   1.0   1.0   42.76
6402   1.0   177.52   233.63   1.0   1.0   76.20   1.0   52.82  284.74     NaN   123.61   80.48   229.29   129.96   1.0   1.0   1.0   1.0   27.36
6403   1.0    72.59   315.13   1.0   1.0  110.37   1.0   32.79  153.22     NaN   454.31   63.25    61.09   252.48   1.0   1.0   1.0   1.0   60.03
6404   1.0    88.46   819.03   1.0   1.0   97.56   1.0  358.11   48.43     NaN    90.71   48.83   124.22   166.50   1.0   1.0   1.0   1.0   51.52
6405   1.0   137.15   847.64   1.0   0.0   63.96   1.0  142.51  205.03     NaN   265.56   44.57    62.49    57.91   1.0   1.0   0.0   1.0   30.17
6406   1.0    61.88   333.96   1.0   1.0  110.86   1.0  352.71  175.39     NaN   407.84   16.64    59.92   247.36   1.0   1.0   1.0   1.0   61.07
6407   1.0    74.85   902.91   1.0   1.0   58.88   1.0  337.02   89.26     NaN   149.60   18.17   238.69   132.00   1.0   1.0   1.0   1.0   40.26
6408   1.0    90.57   268.84   1.0   1.0   65.58   0.0  166.13  146.41     NaN   816.70   17.63    67.67   122.23   1.0   1.0   1.0   1.0   37.63
6409   1.0   172.34   367.13   1.0   1.0   30.82   1.0  155.45  168.89     NaN   251.32  313.08   132.01   151.05   1.0   1.0   1.0   1.0   43.26
6410   1.0   161.72   438.72   1.0   0.0  105.15   1.0  149.97   27.64     NaN    56.66  217.83    82.76   137.78   1.0   1.0   0.0   1.0   27.91
6411   1.0   119.61   527.24   1.0   1.0  157.94   1.0  474.27   16.54     NaN   528.80  153.32    48.57    62.51   1.0   1.0   1.0   1.0   32.12
6412   1.0    58.26   455.63   1.0   1.0  174.71   1.0   96.16   72.81     NaN   159.15  221.80    64.73    55.93   1.0   1.0   1.0   1.0   29.02
6413   1.0   225.54   620.31   1.0   1.0   29.04   1.0  207.14   61.18     NaN   615.84  219.55    83.20    60.97   1.0   1.0   1.0   0.0   25.96
6414   1.0   527.72   227.21   1.0   1.0  111.58   1.0  134.56   54.17     NaN   343.78   68.17    42.28   185.19   1.0   1.0   1.0   1.0   47.37
6415   1.0   171.17   412.11   1.0   1.0   28.88   1.0  147.41   52.08     NaN   118.20  217.68    38.70   165.35   1.0   1.0   1.0   1.0  104.69
6416   0.0   411.25   462.27   1.0   1.0   63.59   1.0   65.49   26.84     NaN   304.74   87.63   113.60   198.61   1.0   1.0   1.0   1.0  160.93
6417   0.0   251.54   294.98   1.0   1.0   16.49   1.0  144.32   37.64     NaN   351.65  318.02   130.68   145.56   1.0   1.0   1.0   1.0  138.65
6418   1.0   150.15   442.17   1.0   1.0   69.61   1.0   65.34  379.16     NaN   189.45  305.89    99.13   251.63   1.0   1.0   1.0   1.0  121.75
6419   1.0   258.18   517.74   1.0   1.0  123.55   1.0  129.82  118.99     NaN   119.19  187.71    21.38   151.45   1.0   1.0   1.0   1.0  137.74
6420   1.0   230.40   545.14   1.0   1.0   23.39   1.0    9.88   16.94     NaN    58.86  227.31    49.35    63.60   1.0   1.0   1.0   1.0   94.65
6421   1.0   449.16   489.17   1.0   1.0  118.95   0.0   43.22   98.44     NaN   249.94   29.50    50.73   243.33   1.0   1.0   1.0   1.0  110.65
6422   1.0   319.05   113.35   1.0   1.0   33.58   0.0   53.03  145.29     NaN    87.87  113.92    53.46   297.73   1.0   1.0   1.0   1.0  113.01
6423   1.0   105.97   196.74   1.0   1.0   43.15   0.0  103.52  280.67     NaN   301.36  136.68   164.30    67.49   0.0   1.0   1.0   1.0   54.60
6424   1.0   393.09   241.07   1.0   1.0   71.72   0.0  141.77  192.79     NaN   357.61   56.43    76.89   108.77   1.0   0.0   1.0   1.0  108.81
6425   1.0   419.49   374.02   1.0   1.0   72.18   1.0  110.94  297.21     NaN   187.74   26.15   113.11   157.51   1.0   1.0   1.0   0.0   26.79
6426   1.0   432.47   492.01   1.0   1.0   21.86   1.0   49.86  401.80     NaN   443.70   94.42   100.31   114.43   1.0   1.0   1.0   0.0   65.60
6427   1.0   172.25   527.36   0.0   1.0   82.33   1.0  271.34  125.82     NaN   444.78   47.05    92.77   437.58   1.0   1.0   1.0   1.0   92.09
6428   1.0   438.27   444.10   1.0   1.0  100.41   1.0  274.33  111.10     NaN   200.85   68.63    38.26   107.57   1.0   1.0   1.0   1.0   26.92
6429   1.0   274.44   377.11   1.0   1.0   70.87   1.0  157.05  299.56     NaN    99.29   67.94    56.84   194.65   1.0   1.0   1.0   1.0  126.57
6430   1.0    55.96   431.70   1.0   1.0  139.71   1.0  151.66  133.61     NaN   127.63   51.26   158.89   182.44   1.0   1.0   1.0   1.0   56.04
6431   0.0   158.18   507.75   1.0   1.0   93.66   1.0  362.72  127.65     NaN  1065.54   80.85   100.69    83.40   1.0   1.0   1.0   1.0  166.54
6432   1.0   144.71   519.43   1.0   1.0  141.01   1.0  257.89   86.47     NaN   509.73   59.69    99.16   212.42   1.0   1.0   1.0   1.0   73.43
6433   1.0   203.04   306.84   1.0   1.0  120.04   1.0  195.95  116.10     NaN   266.49   14.03   112.44    67.87   1.0   1.0   1.0   1.0  121.08
6434   1.0    64.11   583.11   1.0   1.0  148.83   1.0  156.28   46.04     NaN   323.99   18.90    92.38   193.25   1.0   1.0   1.0   1.0   84.47
6435   1.0   200.47   300.32   0.0   1.0  138.86   1.0  113.40  153.74     NaN   371.88    4.39   110.57    47.61   1.0   1.0   1.0   1.0   23.19
6436   1.0   122.13   282.12   1.0   0.0  224.58   1.0  241.52   43.48     NaN   263.00  313.39    20.29    92.97   1.0   1.0   0.0   0.0   47.40
