         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc
         k          l       FREE         FP        SIGFP        FCalc      PHICalc
         k          l       FREE         FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l         FREE           FP        SIGFP        FCalc      PHICalc            h            k            l           FP        SIGFP        FCalc      PHICalc
       -12          7          3     109.08        21.97       344.39        -0.25
       -12          7          4     528.22         6.28       583.36        -2.15
       -12          7          5     432.86         8.24       660.93        -1.39
       -12          7          6     678.84         7.06       845.39        -3.10
       -12          7          7     222.04         9.81       278.97         2.59
       -12          7          8     417.27        10.59       532.09        -1.54
       -12          7          9     626.81         5.88       629.18        -0.27
       -12          7         10     190.80        13.32       236.38        -2.49
       -12          7         11     541.08         8.61       728.39         1.06
       -12          7         12      53.99        23.47       281.23        -3.00
       -12          7         13     761.02        10.94      1015.83        -0.95
       -12          7         14     270.60         9.37       371.84         1.59
       -12          7         15     252.36         8.97       391.33         1.18
       -12          7         16     176.09         7.40       168.59        -0.95
       -12          7         17     754.37         9.73       858.67        -1.49
       -12          7         18     313.90         8.94       259.62        -1.65
       -12          7         19     778.88         9.31       895.95         1.28
       -12          7         21     626.22        18.17       674.90         1.94
       -12          7         22     327.18        22.38       463.37        -2.78
       -12          7         23     148.25        30.80        89.51         1.95
       -12          7         24     393.47        29.97       411.48        -3.08
       -12          7         25     430.56        26.84       542.25         1.94
       -12          7         26     346.17        30.98       205.57         0.49
       -12          7         27     183.16        53.04       204.24        -2.09
       -12          7         28     301.82        30.07       303.18        -2.70
       -12          7         30     174.13        54.89       142.44         0.56
       -12          7         31     153.25        60.02       136.25        -1.85
       -12          7         32     374.07        31.99       411.15        -2.65
       -12          8          1     419.80         8.65       490.43        -0.16
       -12          8          2     347.98        11.80       308.81         0.90
       -12          8          3     334.29         7.08       462.34        -0.07
       -12          8          4     650.96         6.69       839.99        -0.05
       -12          8          5     123.50        16.13       168.76         2.10
       -12          8          6     421.99        10.23       651.92         2.69
       -12          8          7     388.08         7.08       453.66        -2.67
       -12          8          8     387.95        16.90       217.28        -1.33
       -12          8          9     286.02        13.75       445.80         1.05
       -12          8         10     413.48        32.59       380.62         0.74
       -12          8         11     199.34        26.29       394.18        -1.64
       -12          8         12     375.64         7.45       493.11        -1.76
       -12          8         13     416.44        11.75       520.74        -0.21
       -12          8         14     141.28        16.83       210.07         1.32
       -12          8         15     637.22         6.25       933.44         1.00
       -12          8         16     385.77         8.98       399.16        -0.96
       -12          8         17     138.82        24.18       154.98         1.20
       -12          8         18     130.05        63.47       132.59        -0.32
       -12          8         19     676.85        25.66       612.70         2.93
       -12          8         20     269.36        16.30       466.91         0.45
       -12          8         21     392.86        18.60       480.16        -2.30
       -12          8         22     385.16        18.18       390.58        -0.88
       -12          8         23     325.73        28.95       372.69        -3.00
       -12          8         24     175.62        24.65       176.79         0.85
       -12          8         25     373.13        28.82       389.60         1.05
       -12          8         26     323.19        30.67       203.90        -1.10
       -12          8         27     227.55        39.39       284.69        -2.21
       -12          8         28     123.60        75.15       294.97        -2.61
       -12          8         29     265.94        37.28       194.48         0.75
       -12          8         31     104.41        89.66        61.91         0.50
       -12          9          1     252.21         7.09       412.36         0.63
       -12          9          2     186.46        16.56       228.84         1.54
       -12          9          3     530.73         7.49       642.41         1.27
       -12          9          4     860.06         6.31      1154.75         1.27
       -12          9          5     349.39         9.46       427.48         2.46
       -12          9          6     416.77         9.07       393.19        -0.96
       -12          9          7     278.71        13.01       457.47        -2.52
       -12          9          8     502.45         6.70       552.89         0.17
       -12          9          9     234.77        20.88       258.36         1.89
       -12          9         10     325.18        12.60       480.49        -0.52
       -12          9         11     610.99        22.43       502.32         0.25
       -12          9         12     632.53         8.65       724.71        -1.16
       -12          9         13     263.15        14.93       274.41        -0.34
       -12          9         14      87.50        29.82       219.08        -1.27
       -12          9         15     549.50        36.84       477.67         1.92
       -12          9         16     417.69        28.97       484.65         0.78
       -12          9         17     161.07        37.92       163.84        -2.99
       -12          9         18     309.96        38.65       380.14         2.13
       -12          9         19     470.07        39.37       478.02         0.71
       -12          9         20     317.14        42.03       473.72         1.09
       -12          9         21     498.75        22.53       418.59        -1.72
       -12          9         22     123.29        40.71        99.37         2.51
       -12          9         23      92.09        54.56       184.52         2.89
       -12          9         24     289.20        18.92       450.05         1.98
       -12          9         25     330.56        16.95       251.79         2.33
       -12          9         26     159.90        58.42       219.83         0.12
       -12          9         27     401.45        27.99       369.23        -1.12
       -12          9         28     266.95        37.48       215.10        -1.38
       -12          9         30     224.43        44.89       361.83         1.21
       -12         10          1     373.08         7.51       383.58        -0.18
       -12         10          2     445.56         8.30       545.92        -2.76
       -12         10          3     516.83        11.86       550.64         2.59
       -12         10          4     513.33        10.68       664.82        -3.03
       -12         10          5     112.32        24.52       181.07        -2.71
       -12         10          6     351.94         8.30       537.49         0.79
       -12         10          7     689.09         6.72       785.34        -1.19
       -12         10          8     341.47        10.28       720.02         1.11
       -12         10          9     188.04        16.59       353.44        -2.81
       -12         10         10      87.65        27.24       325.84         2.31
       -12         10         11     248.97        15.39       204.00        -1.98
       -12         10         12     515.29        32.33       568.67         1.67
       -12         10         13     320.64        44.12       142.36         1.21
       -12         10         14     282.54        10.62       315.27        -0.33
       -12         10         15     554.23        22.80       416.27        -0.25
       -12         10         16     175.10        21.59       254.89         1.69
       -12         10         17     150.56        59.99        73.37         1.55
       -12         10         18     152.69        34.84       326.62         2.72
       -12         10         19     660.23        37.14       712.35         2.04
       -12         10         20     362.54        12.88       362.82         2.69
       -12         10         21     175.30        54.93       212.44        -1.79
       -12         10         22     208.02        24.50       222.08        -2.55
       -12         10         23     275.51        17.85       202.25         1.78
       -12         10         24     153.73        25.56       217.22        -2.75
       -12         10         25     117.46        34.77       167.71         2.52
       -12         10         26     137.23        70.54       442.19         1.75
       -12         10         27     236.87        43.07       204.36         1.77
       -12         10         28     201.75        46.41       164.05         2.83
       -12         11          1     387.75         9.91       365.59         1.53
       -12         11          2     578.65        13.48       490.17        -1.76
       -12         11          3     624.00        35.31       436.80        -3.14
       -12         11          4     236.85        18.25       289.60         0.23
       -12         11          5     318.18        10.32       241.06        -0.48
       -12         11          6     101.95        24.20       108.74         1.96
       -12         11          7     253.43        15.47       245.95        -1.72
       -12         11          8     414.71        15.46       470.80        -3.05
       -12         11          9     616.24        10.30       668.99        -1.74
       -12         11         10      36.84        81.59       130.11        -2.26
       -12         11         11     310.32        49.87       224.52         1.46
       -12         11         12     253.12        17.80       232.25         0.70
       -12         11         13     124.87        22.92       107.47         2.28
       -12         11         14     205.28        13.42       225.28         2.20
       -12         11         15      35.88       105.68       160.56        -0.41
       -12         11         16     349.34        14.57       426.37        -1.96
       -12         11         17     567.17        25.17       393.42         0.82
       -12         11         18     200.30        62.45       215.32         1.72
       -12         11         19     577.63        36.86       499.77         2.85
       -12         11         20     150.72        44.24       230.97         0.52
       -12         11         21     191.10        56.27       157.51         0.16
       -12         11         22     183.72        23.01       223.13        -2.43
       -12         11         23     314.54        19.07       444.93        -2.59
       -12         11         24     346.90        16.32       284.58        -1.09
       -12         11         26     420.73        29.39       423.54        -2.71
       -12         11         27     414.69        31.63       244.62        -2.56
       -12         12          1     268.16        12.33       214.72        -2.24
       -12         12          2     246.36        18.31       302.30        -1.62
       -12         12          3     347.13        20.70       480.77        -2.90
       -12         12          4     323.28        14.73       359.00        -1.66
       -12         12          5     632.62        16.32       822.29         0.03
       -12         12          6      99.52        36.62       167.03         0.51
       -12         12          7      98.70        48.95       205.55         2.18
       -12         12          8     233.94        15.12       201.72        -0.98
       -12         12          9     317.35        13.52       407.96        -0.97
       -12         12         10     250.40        13.51       331.16         2.24
       -12         12         11     358.27        11.12       340.02         1.00
       -12         12         12     169.07        17.86       251.74        -2.65
       -12         12         13     325.16        18.64       272.92         0.09
       -12         12         14     334.34        15.85       363.73        -3.03
       -12         12         15     403.61        16.62       397.70        -2.89
       -12         12         16      18.58       239.11       232.94        -1.76
       -12         12         17     262.87        37.10       318.19         1.34
       -12         12         19     123.56        49.98       170.65        -1.46
       -12         12         20     233.75        44.39       251.24        -3.13
       -12         12         21     256.08        34.51       161.15         0.94
       -12         12         22     255.21        18.79       262.20         0.00
       -12         12         23     332.44        15.63       320.54        -1.29
       -12         12         24     159.44        26.51       127.11         0.51
       -12         12         26     333.34        33.76       233.77         0.45
       -12         13          1     457.68        13.18       487.35        -0.87
       -12         13          2     316.81        18.38       405.10         1.52
       -12         13          3     385.21        17.18       361.26        -2.24
       -12         13          4     514.73        11.19       488.13        -1.48
       -12         13          5     139.87        21.98       205.10         2.77
       -12         13          6     257.34        17.58       353.87         2.48
       -12         13          7     237.30        17.98       408.04         1.65
       -12         13          8     248.01        16.37       239.34         2.10
       -12         13          9     192.81        17.17       196.16         1.50
       -12         13         10      45.08        68.62       135.97         1.63
       -12         13         11     363.22        13.95       442.31         2.61
       -12         13         12     272.50        14.74       163.81         0.19
       -12         13         13     231.66        21.10       246.81         2.21
       -12         13         14      84.70        51.30       297.72        -0.78
       -12         13         15     101.68        46.47        65.88         0.00
       -12         13         16     108.70        47.21       179.26        -2.55
       -12         13         17     255.15        27.73       316.43        -0.66
       -12         13         18     195.04        24.13       162.84        -0.65
       -12         13         19     171.83        27.26       168.48        -2.89
       -12         13         20     315.48        18.14       230.45        -2.31
       -12         13         21     270.83        34.64       219.41         0.46
       -12         13         22     166.59        44.79       194.52        -0.41
       -12         13         23     214.49        22.35       154.73        -0.21
       -12         13         24     430.04        28.17       371.29         2.75
       -12         14          1     612.74        13.63       676.43         0.44
       -12         14          2     432.43        18.45       359.88         2.71
       -12         14          3     228.30        18.46       217.91        -0.50
       -12         14          4     312.19        14.45       301.50        -1.93
       -12         14          5     275.67        22.47       327.34         3.06
       -12         14          6     279.25        15.25       322.84        -0.31
       -12         14          7     515.46        16.05       356.71        -2.89
       -12         14          8     376.14        17.24       287.66        -2.93
       -12         14          9      78.96        59.72       249.49         2.77
       -12         14         10      46.47        84.13       213.29         1.72
       -12         14         11     293.05        18.82       325.07         2.17
       -12         14         12     240.02        22.00       194.88         1.05
       -12         14         13     296.96        19.18       228.51        -0.28
       -12         14         14     150.53        35.93       247.16        -0.78
       -12         14         15     110.48        49.45       136.46         2.46
       -12         14         16     246.97        40.63       228.01        -1.69
       -12         14         17     158.73        77.57       147.01         0.81
       -12         14         18     243.51        38.93       347.13        -1.43
       -12         14         19     284.78        18.64       194.40         1.24
       -12         14         20     215.41        25.34       207.80         0.26
       -12         14         21     113.84        44.27       108.26        -2.64
       -12         14         22     416.22        31.17       248.85        -0.70
       -12         15          1     387.07        13.69       414.90         1.86
       -12         15          2     381.55        12.89       374.96        -2.13
       -12         15          3     502.13        11.69       412.26         2.15
       -12         15          4     149.12        25.79       220.14         2.75
       -12         15          5     338.55        15.32       213.38        -1.33
       -12         15          6     364.71        14.51       443.22        -0.12
       -12         15          7     306.21        18.94       290.34        -0.85
       -12         15          8     238.44        22.56       123.37        -1.96
       -12         15          9     214.18        19.32       158.75         2.98
       -12         15         10     162.15        28.57       240.33         2.24
       -12         15         11     186.17        21.71       361.91        -2.95
       -12         15         12     658.53        12.05       554.28         2.27
       -12         15         13     295.86        20.07       179.07         2.20
       -12         15         14     231.80        26.47       378.62        -0.62
       -12         15         15     285.22        20.03       230.71        -1.51
       -12         15         16     406.10        15.20       311.01        -0.18
       -12         15         17     131.06        61.53       209.87        -1.80
       -12         15         18     144.04        41.10        88.83        -0.99
       -12         15         19     164.53        67.72       130.90         1.27
       -12         15         20     261.69        20.68       206.64         1.01
       -12         16          1     180.08        31.16       164.92         2.35
       -12         16          2     202.81        25.50       219.64        -1.55
       -12         16          3     460.36        14.98       433.21        -1.67
       -12         16          4     195.99        31.59       218.95        -1.37
       -12         16          5     290.74        14.98       277.74         0.44
       -12         16          6     470.89        11.74       456.01         0.10
       -12         16          7     261.91        19.03       146.23        -0.25
       -12         16          8      65.56        68.39       217.45        -2.59
       -12         16          9      97.89        38.02       133.74        -0.63
       -12         16         10     192.02        25.87       206.12        -0.67
       -12         16         11     286.03        18.99       239.47         3.03
       -12         16         12     403.68        23.82       381.30        -2.33
       -12         16         13     325.48        17.75       234.44        -0.43
       -12         16         14     358.20        18.94       338.74        -0.39
       -12         16         15     211.30        34.61       185.21        -0.55
       -12         16         16     263.30        24.12       215.09         1.13
       -12         16         17     304.70        19.27       145.09         0.62
       -12         16         18     188.41        30.07       146.10         0.12
       -12         17          1     309.09        16.27       382.37         2.20
       -12         17          2     103.34        52.48       169.53        -1.53
       -12         17          3     229.10        25.23       310.63         0.40
       -12         17          4     177.44        24.82       219.26        -1.74
       -12         17          5     169.30        37.03       209.56        -0.57
       -12         17          6     200.21        30.11       181.36         1.32
       -12         17          7      93.57        46.79       206.31         2.44
       -12         17          8      45.96        87.85        72.62        -2.85
       -12         17          9     100.00        60.98        65.87         0.90
       -12         17         10     147.89        38.19       207.35         0.57
       -12         17         11     334.97        26.39       259.57         0.03
       -12         17         12     332.27        24.75       376.76         1.16
       -12         17         13     145.11        38.10       146.98         2.32
       -12         17         14     307.35        19.44       222.30         0.32
       -12         17         15     205.08        33.98       182.11        -0.92
       -12         18          3      93.68        45.82        32.51        -0.84
       -12         18          4      54.82        79.78       368.86        -1.56
       -12         18          5      87.55        49.50       260.92         0.95
       -12         18          6     198.00        80.59       216.09        -2.21
       -12         18          7     182.82        37.22       193.92         1.67
       -12         18          8      89.13        75.64       295.11        -2.03
       -12         18          9      80.51        69.47        58.74        -2.42
       -12         18         10     205.45        46.56       107.06         0.19
       -12         18         11      96.74        63.68       233.84         1.05
       -12         18         12     137.45        68.93       236.47        -2.92
       -12         19          2     294.90        47.30       288.35        -1.96
       -12         19          3       6.99      1861.93       333.28        -2.31
       -12         19          6     161.26        92.97       196.84         0.51
       -12         19          7     217.57        56.76       194.58        -2.98
       -11          0          1     503.56        15.57       410.70         0.00
       -11          0          2     706.90        18.68       745.28         0.00
       -11          0          3     463.69        11.68      1561.34         0.00
       -11          0          4     490.20         5.06      1706.80         0.00
       -11          0          5     184.16         4.67       336.74         3.14
       -11          0          6     390.84         4.67       378.37         3.14
       -11          0          7     635.53         4.67       885.02         3.14
       -11          0          8     349.35         4.67        21.28         0.00
       -11          0          9     105.77        12.05       466.03         3.14
       -11          0         10     272.03         7.38       972.51         0.00
       -11          0         11     260.96        19.03       330.18         0.00
       -11          0         12     602.21        13.58       145.63         3.14
       -11          0         13     259.34         7.75       390.32         0.00
       -11          0         14     281.92         7.75       463.82         3.14
       -11          0         15     254.52         8.12       176.16         3.14
       -11          0         16     266.95         6.57       244.27         0.00
       -11          0         17     679.38        15.43       655.47         3.14
       -11          0         18     567.82         5.78       749.42         3.14
       -11          0         19     788.83        15.77       582.64         3.14
       -11          0         20     335.58         7.30       685.88         3.14
       -11          0         21     685.65        19.16       852.33         3.14
       -11          0         22     960.12        19.51       821.66         3.14
       -11          0         23     367.24        23.67       265.99         3.14
       -11          0         24      30.09       228.55       567.12         0.00
       -11          0         25     163.81        47.13       298.63         3.14
       -11          0         26     471.68        23.13       275.38         3.14
       -11          0         27     246.98        31.39       233.88         3.14
       -11          0         28     438.36        24.14       505.13         3.14
       -11          0         29     291.20        30.10       236.17         3.14
       -11          0         30     105.80        73.53       186.15         0.00
       -11          0         31     533.81        21.70       579.75         0.00
       -11          0         32     366.23        24.24       153.20         0.00
       -11          0         33     210.05        44.24       229.53         3.14
       -11          1          1     464.32         5.45       431.10        -2.73
       -11          1          2     469.52         5.45       869.31        -0.07
       -11          1          3     558.39         6.62       417.83         2.84
       -11          1          4     817.00         4.28      1258.23         1.18
       -11          1          5     447.81         3.12       898.39         1.58
       -11          1          6     313.81         3.50       595.78         2.61
       -11          1          7     754.34         4.28      1429.78        -1.82
       -11          1          8     184.43         3.50       807.95        -0.68
       -11          1          9     412.24        11.28       459.17        -0.56
       -11          1         10     177.62         5.83       583.62         0.53
       -11          1         11     461.42         6.60       328.46         0.75
       -11          1         12     386.91         7.37       601.01        -1.75
       -11          1         13     246.59         7.37       208.06         1.76
       -11          1         14     334.25         9.30       381.80        -0.34
       -11          1         15     430.97         3.87       432.32         0.39
       -11          1         16     585.76         4.64       699.59        -1.34
       -11          1         17     612.35         4.63       512.10        -1.16
       -11          1         18     933.15         5.78      1062.11        -2.41
       -11          1         19     555.07         4.23       596.32        -3.06
       -11          1         20     804.89        12.29       738.10        -1.60
       -11          1         21     703.77         8.82       734.81         2.92
       -11          1         22     934.64         9.95       922.73        -2.84
       -11          1         23     462.74        10.31       303.81         2.54
       -11          1         24     417.94        10.29       442.77        -0.95
       -11          1         25     353.89        12.92       325.98        -1.92
       -11          1         26     360.64        24.27       352.63        -1.94
       -11          1         27     127.48        30.64       112.43        -2.97
       -11          1         28     385.23        17.73       248.96        -0.97
       -11          1         29     103.10        40.26       178.63         2.58
       -11          1         30     445.02        12.76       356.87         2.20
       -11          1         31     445.22        13.47       438.12         0.58
       -11          1         32     405.45        14.17       405.46        -2.70
       -11          1         33     433.92        14.50       293.62        -1.83
       -11          1         34     154.18        31.13       254.99        -2.82
       -11          2          1     719.58         5.84       409.07        -0.12
       -11          2          2     169.04         6.23       558.16         0.62
       -11          2          3     649.80         5.45       703.76        -1.31
       -11          2          4     421.15         6.23       654.93         3.05
       -11          2          5     214.66         5.45       311.77         0.90
       -11          2          6     666.85        11.69       344.81        -2.57
       -11          2          7     401.10         3.50       476.22         0.63
       -11          2          8     167.00         7.40       726.55        -0.34
       -11          2          9     103.88         7.78       226.86         1.21
       -11          2         10     219.70         6.22       420.35        -0.15
       -11          2         11     395.57         7.77       239.10        -0.04
       -11          2         12     363.02         8.15       501.00        -2.03
       -11          2         13     331.26         5.82       718.19         2.26
       -11          2         14     425.85         6.59       532.82         1.15
       -11          2         15     274.03         6.19       396.99         0.32
       -11          2         16     699.28         7.73       951.34        -0.19
       -11          2         17     830.73        10.42       856.21        -2.94
       -11          2         18     620.20         6.55       805.35        -0.61
       -11          2         19     461.81         8.08       376.28        -2.66
       -11          2         20     898.61         8.07      1088.76         0.17
       -11          2         21     651.55         7.29       702.11        -1.90
       -11          2         22     679.38         9.57       525.51        -1.12
       -11          2         23     618.80        11.46       663.51        -2.88
       -11          2         24     679.60         9.91       681.44         0.32
       -11          2         25     526.71        10.27       560.85        -1.82
       -11          2         26     608.17        17.07       513.59        -1.77
       -11          2         27     364.45        14.00       443.04        -2.47
       -11          2         28     208.74        21.14       195.55         2.48
       -11          2         29     316.98        16.19       392.92        -1.95
       -11          2         30     438.84        13.89       463.48        -1.88
       -11          2         31     214.47        22.08       222.35         2.61
       -11          2         32     400.78        14.93       421.94        -1.04
       -11          2         33     251.47        41.29       107.60         1.18
       -11          2         34     231.37        40.04       222.76        -1.19
       -11          3          1     519.44         8.96       440.09         2.48
       -11          3          2     150.46        14.42       585.59         2.65
       -11          3          3     627.29         5.07        88.26        -0.66
       -11          3          4     372.73         6.63       279.06        -1.01
       -11          3          5     542.31         7.02       305.30         1.89
       -11          3          6     400.34         4.68       776.14        -1.30
       -11          3          7     188.62         3.90       557.44        -2.08
       -11          3          8     550.84         4.67      1075.98         1.87
       -11          3          9     249.59         6.23       660.96         1.54
       -11          3         10     200.02         6.62       565.97        -0.43
       -11          3         11     266.76        10.89       177.52        -1.68
       -11          3         12     146.09        17.10       262.38        -1.34
       -11          3         13     474.75         7.38       642.18         2.79
       -11          3         14     312.17         6.98       395.26        -0.41
       -11          3         15     316.07         7.36       551.03        -0.11
       -11          3         16     189.17        12.38       352.88        -2.20
       -11          3         17     485.99        11.59       458.09        -1.89
       -11          3         18     940.84         7.33      1008.25         1.84
       -11          3         19     302.72        10.01       426.75         0.35
       -11          3         20     731.66         8.07       570.84         0.91
       -11          3         21    1025.84        10.36      1217.92        -0.02
       -11          3         22     519.79         7.28       422.47        -0.54
       -11          3         23     274.46        24.46       345.05         2.29
       -11          3         24     631.29        10.30       635.22         2.31
       -11          3         25     509.60        10.28       714.34        -0.27
       -11          3         26     796.57        17.47       703.88        -0.44
       -11          3         27     400.71        12.12       321.81        -1.01
       -11          3         28     460.87        16.62       401.20        -0.36
       -11          3         29     515.76        14.69       618.98        -0.44
       -11          3         30     402.73        15.03       347.76        -0.25
       -11          3         31     141.22        39.71       197.28        -1.21
       -11          3         32     478.39        17.18       433.64         1.80
       -11          3         33     290.38        34.25       227.81        -2.26
       -11          3         34     349.17        33.03       204.24        -1.44
       -11          4          1     188.02         9.36       912.98        -2.43
       -11          4          2     440.15         6.24       590.67        -2.35
       -11          4          3     480.82         5.46       826.52         0.51
       -11          4          4     430.11         5.85       560.56         0.51
       -11          4          5     129.18         5.85       255.34         2.10
       -11          4          6     343.79         5.46       473.53        -2.08
       -11          4          7     127.96         8.19       613.42         1.75
       -11          4          8     508.53         8.19      1235.85         2.79
       -11          4          9     447.87         6.63       530.39         2.76
       -11          4         10     369.69         8.18       330.97        -0.59
       -11          4         11     142.09        10.51       290.69        -0.77
       -11          4         12     530.15         9.34       463.42        -2.19
       -11          4         13     192.36         8.94       294.51         1.74
       -11          4         14     318.71         6.99       279.24         1.18
       -11          4         15     385.81        10.47       366.73        -0.56
       -11          4         16     528.22         9.29       746.84        -2.10
       -11          4         17     321.37         8.89       359.94         2.42
       -11          4         18     795.87        17.38       549.81        -0.27
       -11          4         19     483.08         8.87       369.28         0.38
       -11          4         20     198.99         8.47       197.95        -2.38
       -11          4         21     585.50         7.68       651.35         1.92
       -11          4         22     332.07        10.35       331.84         0.89
       -11          4         23     761.89        14.92      1026.20        -3.03
       -11          4         24    1205.49        21.00      1337.50         3.03
       -11          4         25     440.04        14.10       419.34         1.60
       -11          4         26     855.19        20.14       775.82         1.22
       -11          4         27     532.32        15.92       422.87         1.34
       -11          4         28     530.94        13.61       506.29         1.49
       -11          4         29     615.87        14.33       542.31         0.36
       -11          4         30     283.94        21.06       375.48        -0.03
       -11          4         31     471.73        18.00       415.19         0.74
       -11          4         32     276.27        18.32       361.25        -2.38
       -11          4         33     206.46        48.45        39.12        -1.32
       -11          5          1     158.59        12.11       213.35        -0.13
       -11          5          2     478.26         7.42       791.22         0.63
       -11          5          3     579.96         7.82       785.96         1.45
       -11          5          4     524.50         7.04       316.69        -2.77
       -11          5          5     485.79         8.21       493.00        -2.67
       -11          5          6     347.78         6.64       333.93        -2.80
       -11          5          7     272.68         8.59       317.10         2.81
       -11          5          8     141.36         5.86       676.61        -1.70
       -11          5          9     264.25         7.03       360.47        -2.58
       -11          5         10     154.47         6.63       245.30        -2.73
       -11          5         11     189.06         3.90       448.81        -0.91
       -11          5         12     274.20         9.74       327.06        -0.61
       -11          5         13     429.99         7.78       474.87        -2.86
       -11          5         14     422.93        19.44       294.41         0.13
       -11          5         15     436.04        11.26       462.44        -3.12
       -11          5         16     532.82         8.53       606.30        -0.64
       -11          5         17      94.10        10.46       306.57        -0.86
       -11          5         18     379.72        12.37       482.04         0.36
       -11          5         19     426.99         8.88       503.69         2.14
       -11          5         20     381.94         9.64       340.04        -1.26
       -11          5         21     603.61        11.16       631.28        -0.22
       -11          5         22     735.69        11.90       829.98         0.33
       -11          5         23     341.04        11.88       344.71        -0.17
       -11          5         24     983.45        21.79       872.38        -1.65
       -11          5         25     241.49        18.69       288.05         1.93
       -11          5         26     811.44        16.37       772.83         2.84
       -11          5         27     471.54        33.79       570.49        -2.52
       -11          5         28     442.67        21.58       337.49        -2.88
       -11          5         29     203.93        32.10       144.20         1.22
       -11          5         30      63.27        85.86       123.85         1.19
       -11          5         31     445.34        16.90       345.23         2.77
       -11          5         32     260.55        36.69       165.96         1.34
       -11          5         33     125.76        71.65       375.54         0.40
       -11          6          1     331.02         8.61      1049.88        -0.77
       -11          6          2     561.25         6.65       313.20         0.58
       -11          6          3     425.13         9.79       700.65        -2.65
       -11          6          4     344.12         6.26       476.07        -0.83
       -11          6          5     580.16        10.57       376.11         0.84
       -11          6          6     614.91         8.22       245.26        -1.64
       -11          6          7     383.48         9.00       398.72        -0.74
       -11          6          8     323.10         7.04       329.71         0.03
       -11          6          9     157.56        12.12       225.74        -3.06
       -11          6         10     226.63         6.64       265.71        -1.59
       -11          6         11     358.83         9.76       476.07         0.00
       -11          6         12     216.14         6.63       543.06         1.27
       -11          6         13     355.09        10.91       471.62        -0.29
       -11          6         14     455.18        15.19       715.53         2.80
       -11          6         15     248.14        13.22       253.18        -1.86
       -11          6         16     496.03         8.16       644.95         1.80
       -11          6         17     453.85        12.80       441.00         1.36
       -11          6         18     550.39        12.39       699.86         2.18
       -11          6         19     739.01        11.60       797.81        -2.14
       -11          6         20     419.64        20.46       351.36         0.70
       -11          6         21     608.86        15.41       596.10         1.89
       -11          6         22     545.00        10.38       513.99        -3.08
       -11          6         23     456.37        10.75       446.07         0.72
       -11          6         24     699.37        18.38       532.86         0.90
       -11          6         25     481.50        18.72       379.42         0.57
       -11          6         26     434.61        16.39       321.71        -1.20
       -11          6         27     333.90        13.69       483.11        -1.51
       -11          6         28     339.10        14.41       264.08        -1.49
       -11          6         29     134.29        37.45       253.64         0.21
       -11          6         30     338.37        31.69       208.92         0.94
       -11          6         31     124.12        75.60       255.52        -2.15
       -11          6         32     229.86        43.87       191.40        -0.97
       -11          6         33     248.58        40.37       384.54         1.25
       -11          7          1     359.90        12.55       498.83        -0.06
       -11          7          2     540.79         8.63       731.84         2.66
       -11          7          3     263.58         9.81       146.17        -1.59
       -11          7          4     446.78         7.85       634.98         1.30
       -11          7          5     496.19         5.49       638.54         0.47
       -11          7          6     316.10         7.45       550.87         1.31
       -11          7          7     103.90        16.86        59.49         0.30
       -11          7          8     382.53         8.62       425.53         3.04
       -11          7          9     139.85        10.58        87.75         0.55
       -11          7         10     347.66         7.83       389.65        -2.56
       -11          7         11     402.97         6.65       448.89        -2.20
       -11          7         12     836.94        11.73       937.53         2.73
       -11          7         13     652.61        11.33       633.86         2.45
       -11          7         14     244.62         7.80       405.63        -1.56
       -11          7         15     611.82         8.96       558.61        -1.23
       -11          7         16     395.04         8.95       417.96         1.48
       -11          7         17     195.50         7.77       362.65        -1.67
       -11          7         18     302.32        10.09       235.78        -2.21
       -11          7         19     633.52        19.37       513.66         0.81
       -11          7         20     443.29        12.38       452.64         1.11
       -11          7         21     545.58        13.13       476.17        -2.18
       -11          7         22     168.41        20.04       339.08        -0.87
       -11          7         23     156.14        19.61       283.39         1.64
       -11          7         24     620.16         9.59       626.62         0.81
       -11          7         25     573.58        13.02       558.38         0.97
       -11          7         26     301.77        33.61       317.45        -1.97
       -11          7         27     225.58        48.77       332.13        -0.54
       -11          7         28     256.92        38.39       356.60         1.56
       -11          7         29     338.10        31.84       363.93         1.19
       -11          7         30     424.83        26.08       332.80         1.82
       -11          7         31     201.62        46.35       242.05        -0.76
