         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FREE 	FP 	SIGFP 	FCalc 	PHICalc 	
3876	-2  	2  	12  	1  	218.72 	0.00 	159.21 	1.16
3877	-2  	2  	13  	1  	76.26 	0.00 	88.52 	0.31
3878	-2  	2  	14  	1  	90.01 	0.00 	89.32 	2.42
3879	-2  	2  	15  	1  	49.90 	0.00 	72.44 	0.01
3880	-2  	2  	16  	1  	52.02 	0.00 	23.61 	0.88
3881	-2  	3  	5  	1  	151.43 	0.00 	176.80 	1.05
3882	-2  	3  	6  	1  	291.47 	0.00 	309.73 	1.68
3883	-2  	3  	7  	0  	265.38 	0.00 	293.79 	-2.67
3884	-2  	3  	8  	1  	275.95 	0.00 	244.07 	2.23
3885	-2  	3  	9  	1  	453.35 	0.00 	400.90 	-2.03
3886	-2  	3  	10  	1  	119.18 	0.00 	122.64 	1.88
3887	-2  	3  	11  	1  	81.36 	0.00 	96.10 	-0.74
3888	-2  	3  	12  	1  	108.34 	0.00 	100.98 	0.38
3889	-2  	3  	13  	1  	30.37 	0.00 	33.68 	0.96
3890	-2  	3  	14  	1  	121.68 	0.00 	64.74 	-1.70
3891	-2  	3  	15  	1  	52.97 	0.00 	57.97 	2.49
3892	-2  	3  	16  	1  	73.58 	0.00 	74.81 	2.32
3893	-2  	4  	4  	1  	443.05 	0.00 	408.56 	-0.47
3894	-2  	4  	5  	1  	215.81 	0.00 	213.57 	1.14
3895	-2  	4  	6  	1  	199.54 	0.00 	194.46 	0.90
3896	-2  	4  	7  	1  	164.45 	0.00 	186.09 	-0.60
3897	-2  	4  	8  	1  	117.86 	0.00 	118.15 	-2.88
3898	-2  	4  	9  	1  	235.97 	0.00 	203.68 	-2.20
3899	-2  	4  	10  	1  	143.30 	0.00 	141.48 	-2.65
3900	-2  	4  	11  	1  	320.34 	0.00 	266.31 	-2.42
3901	-2  	4  	12  	1  	55.50 	0.00 	80.89 	2.16
3902	-2  	4  	13  	1  	30.88 	0.00 	40.84 	-2.89
3903	-2  	4  	14  	1  	33.81 	0.00 	39.17 	1.41
3904	-2  	4  	15  	1  	53.32 	0.00 	25.78 	-0.50
3905	-2  	4  	16  	1  	59.12 	0.00 	65.60 	-2.35
3906	-2  	5  	1  	1  	84.53 	0.00 	83.21 	-1.82
3907	-2  	5  	2  	0  	51.67 	0.00 	47.00 	2.94
3908	-2  	5  	3  	1  	129.09 	0.00 	111.84 	-0.35
3909	-2  	5  	4  	1  	116.74 	0.00 	118.07 	1.70
3910	-2  	5  	5  	1  	98.59 	0.00 	146.49 	0.84
3911	-2  	5  	6  	1  	111.79 	0.00 	72.88 	1.99
3912	-2  	5  	7  	1  	302.38 	0.00 	285.03 	-3.05
3913	-2  	5  	8  	0  	176.07 	0.00 	161.91 	-2.16
3914	-2  	5  	9  	1  	141.12 	0.00 	106.44 	1.32
3915	-2  	5  	10  	1  	151.35 	0.00 	155.73 	0.10
3916	-2  	5  	11  	0  	95.61 	0.00 	118.16 	-0.79
3917	-2  	5  	12  	0  	165.29 	0.00 	159.41 	-1.40
3918	-2  	5  	13  	1  	68.92 	0.00 	77.76 	0.93
3919	-2  	5  	14  	1  	54.68 	0.00 	59.77 	3.00
3920	-2  	5  	15  	1  	48.86 	0.00 	65.86 	1.79
3921	-2  	5  	16  	1  	40.02 	0.00 	69.36 	-1.58
3922	-2  	6  	1  	1  	214.85 	0.00 	255.82 	0.95
3923	-2  	6  	3  	1  	510.38 	0.00 	534.58 	-1.17
3924	-2  	6  	4  	1  	294.88 	0.00 	276.70 	-2.91
3925	-2  	6  	5  	0  	110.32 	0.00 	135.27 	-0.88
3926	-2  	6  	6  	1  	147.15 	0.00 	180.62 	1.78
3927	-2  	6  	7  	1  	171.22 	0.00 	147.44 	0.74
3928	-2  	6  	8  	1  	187.38 	0.00 	165.89 	-0.49
3929	-2  	6  	9  	1  	331.59 	0.00 	267.57 	3.04
3930	-2  	6  	10  	1  	127.51 	0.00 	119.64 	-2.18
3931	-2  	6  	11  	1  	86.33 	0.00 	98.03 	1.95
3932	-2  	6  	12  	1  	90.64 	0.00 	73.95 	-2.09
3933	-2  	6  	13  	1  	76.91 	0.00 	60.60 	0.86
3934	-2  	6  	14  	1  	54.86 	0.00 	43.25 	-1.61
3935	-2  	6  	15  	1  	45.94 	0.00 	40.41 	-2.94
3936	-2  	7  	1  	1  	182.93 	0.00 	180.65 	-1.40
3937	-2  	7  	2  	1  	59.91 	0.00 	79.58 	0.94
3938	-2  	7  	3  	0  	370.08 	0.00 	313.27 	1.84
3939	-2  	7  	4  	1  	59.74 	0.00 	127.62 	-2.65
3940	-2  	7  	5  	1  	347.42 	0.00 	312.52 	1.57
3941	-2  	7  	6  	1  	46.33 	0.00 	55.14 	-2.07
3942	-2  	7  	7  	1  	334.63 	0.00 	309.32 	-2.58
3943	-2  	7  	8  	1  	73.40 	0.00 	39.04 	-2.64
3944	-2  	7  	9  	0  	86.70 	0.00 	69.07 	-2.83
3945	-2  	7  	10  	1  	136.81 	0.00 	141.84 	2.89
3946	-2  	7  	11  	1  	163.12 	0.00 	159.02 	-0.59
3947	-2  	7  	12  	1  	94.02 	0.00 	90.06 	-1.96
3948	-2  	7  	13  	1  	68.74 	0.00 	44.22 	2.66
3949	-2  	7  	14  	1  	129.35 	0.00 	153.99 	1.87
3950	-2  	7  	15  	1  	64.42 	0.00 	60.17 	1.72
3951	-2  	8  	1  	0  	442.14 	0.00 	339.72 	0.99
3952	-2  	8  	2  	1  	286.47 	0.00 	234.14 	-1.61
3953	-2  	8  	3  	1  	75.82 	0.00 	78.32 	-0.31
3954	-2  	8  	4  	1  	91.01 	0.00 	81.64 	-2.33
3955	-2  	8  	5  	1  	283.01 	0.00 	230.03 	-1.85
3956	-2  	8  	6  	1  	178.95 	0.00 	188.71 	-1.34
3957	-2  	8  	7  	1  	83.96 	0.00 	101.76 	-2.39
3958	-2  	8  	8  	1  	61.84 	0.00 	67.66 	-2.23
3959	-2  	8  	9  	1  	76.37 	0.00 	55.76 	2.14
3960	-2  	8  	10  	1  	101.11 	0.00 	87.74 	1.66
3961	-2  	8  	11  	1  	146.50 	0.00 	163.99 	2.70
3962	-2  	8  	12  	1  	112.20 	0.00 	104.91 	2.65
3963	-2  	8  	13  	1  	54.76 	0.00 	54.26 	-2.88
3964	-2  	8  	14  	1  	49.59 	0.00 	77.18 	1.07
3965	-2  	9  	1  	1  	154.07 	0.00 	110.70 	0.02
3966	-2  	9  	2  	1  	212.04 	0.00 	219.93 	-1.35
3967	-2  	9  	3  	1  	256.76 	0.00 	252.22 	-2.07
3968	-2  	9  	4  	1  	88.77 	0.00 	111.32 	-3.02
3969	-2  	9  	5  	1  	97.44 	0.00 	142.41 	-1.45
3970	-2  	9  	6  	1  	139.49 	0.00 	177.26 	-1.46
3971	-2  	9  	7  	1  	67.42 	0.00 	65.15 	-0.61
3972	-2  	9  	8  	1  	94.72 	0.00 	81.59 	-2.45
3973	-2  	9  	9  	1  	115.34 	0.00 	117.84 	-0.43
3974	-2  	9  	10  	1  	146.14 	0.00 	154.03 	0.35
3975	-2  	9  	11  	0  	157.12 	0.00 	90.01 	-0.85
3976	-2  	9  	12  	1  	58.76 	0.00 	68.88 	2.43
3977	-2  	9  	13  	1  	91.32 	0.00 	83.36 	-2.87
3978	-2  	10  	4  	1  	148.46 	0.00 	133.48 	-1.60
3979	-2  	10  	5  	1  	149.49 	0.00 	131.85 	1.59
3980	-2  	10  	6  	1  	241.12 	0.00 	219.14 	-0.10
3981	-2  	10  	7  	1  	83.75 	0.00 	92.43 	1.64
3982	-2  	10  	8  	1  	59.97 	0.00 	41.80 	0.49
3983	-2  	10  	9  	1  	73.91 	0.00 	38.20 	-2.30
3984	-2  	10  	10  	1  	83.99 	0.00 	99.15 	2.76
3985	-2  	10  	11  	1  	56.46 	0.00 	72.54 	2.84
3986	-2  	10  	12  	1  	47.15 	0.00 	10.32 	-1.64
3987	-2  	11  	2  	1  	144.41 	0.00 	176.80 	1.33
3988	-2  	11  	3  	1  	174.75 	0.00 	126.62 	2.99
3989	-2  	11  	4  	1  	58.07 	0.00 	108.04 	-0.53
3990	-2  	11  	6  	1  	69.39 	0.00 	62.61 	-0.58
3991	-2  	11  	7  	1  	87.29 	0.00 	123.39 	-1.23
3992	-2  	11  	8  	1  	93.57 	0.00 	65.12 	-2.22
3993	-2  	11  	9  	1  	160.93 	0.00 	172.61 	0.64
3994	-2  	11  	10  	1  	86.43 	0.00 	76.67 	1.70
3995	-2  	12  	3  	1  	76.73 	0.01 	121.46 	-3.09
3996	-2  	12  	5  	1  	119.92 	0.01 	150.47 	0.69
3997	-2  	12  	6  	1  	77.19 	0.01 	86.13 	-0.57
3998	-2  	12  	7  	1  	88.76 	0.01 	104.84 	1.66
3999	-2  	12  	9  	1  	106.17 	0.01 	107.16 	-0.60
4000	-2  	12  	10  	1  	58.05 	0.01 	24.11 	-2.24
4001	-2  	13  	4  	1  	86.15 	0.01 	55.00 	3.03
4002	-2  	13  	5  	1  	70.73 	0.01 	97.75 	-2.58
4003	-2  	13  	7  	1  	66.79 	0.01 	72.27 	1.05
4004	-2  	14  	3  	1  	75.79 	0.01 	121.66 	2.84
4005	-2  	14  	5  	1  	65.42 	0.01 	71.39 	2.78
4006	-1  	0  	6  	1  	436.46 	0.00 	421.95 	3.14
4007	-1  	0  	7  	1  	256.46 	0.00 	266.61 	0.00
4008	-1  	0  	8  	1  	380.55 	0.00 	393.95 	0.00
4009	-1  	0  	9  	1  	99.14 	0.00 	72.88 	0.00
4010	-1  	0  	10  	1  	52.89 	0.00 	50.71 	3.14
4011	-1  	0  	11  	1  	193.86 	0.00 	199.88 	3.14
4012	-1  	0  	12  	0  	108.99 	0.00 	83.88 	3.14
4013	-1  	0  	13  	1  	46.83 	0.00 	36.50 	0.00
4014	-1  	0  	15  	0  	156.64 	0.00 	110.64 	3.14
4015	-1  	0  	16  	1  	62.26 	0.00 	51.40 	0.00
4016	-1  	1  	6  	1  	202.03 	0.00 	233.17 	-2.43
4017	-1  	1  	7  	1  	219.10 	0.00 	175.59 	-0.99
4018	-1  	1  	8  	1  	224.20 	0.00 	199.29 	2.41
4019	-1  	1  	9  	0  	227.97 	0.00 	270.01 	-2.52
4020	-1  	1  	10  	1  	108.15 	0.00 	64.65 	-1.89
4021	-1  	1  	11  	0  	151.65 	0.00 	150.96 	-1.59
4022	-1  	1  	12  	1  	134.44 	0.00 	143.34 	-0.75
4023	-1  	1  	13  	1  	100.93 	0.00 	104.41 	0.25
4024	-1  	1  	14  	1  	96.34 	0.00 	79.86 	1.75
4025	-1  	1  	15  	0  	52.89 	0.00 	69.64 	1.25
4026	-1  	1  	16  	1  	62.11 	0.00 	74.12 	2.86
4027	-1  	2  	6  	1  	339.13 	0.00 	343.02 	-0.53
4028	-1  	2  	7  	0  	318.53 	0.00 	442.00 	0.71
4029	-1  	2  	8  	1  	362.69 	0.00 	326.26 	-0.40
4030	-1  	2  	9  	1  	168.76 	0.00 	192.03 	-0.14
4031	-1  	2  	10  	1  	249.79 	0.00 	257.22 	-2.86
4032	-1  	2  	11  	0  	49.85 	0.00 	97.28 	-0.81
4033	-1  	2  	12  	1  	95.45 	0.00 	75.61 	-1.98
4034	-1  	2  	13  	1  	28.99 	0.00 	57.97 	2.04
4035	-1  	2  	14  	1  	93.08 	0.00 	96.13 	1.77
4036	-1  	2  	15  	1  	53.63 	0.00 	42.69 	-1.23
4037	-1  	2  	16  	1  	90.35 	0.00 	70.00 	-0.67
4038	-1  	3  	5  	0  	26.33 	0.00 	29.49 	2.56
4039	-1  	3  	6  	1  	131.30 	0.00 	73.57 	1.62
4040	-1  	3  	7  	1  	383.18 	0.00 	296.42 	1.53
4041	-1  	3  	8  	1  	118.58 	0.00 	102.28 	-0.84
4042	-1  	3  	9  	1  	197.71 	0.00 	171.44 	1.07
4043	-1  	3  	10  	0  	82.81 	0.00 	197.44 	-1.27
4044	-1  	3  	11  	0  	181.37 	0.00 	55.30 	-1.70
4045	-1  	3  	12  	1  	128.06 	0.00 	162.56 	-0.02
4046	-1  	3  	13  	0  	142.00 	0.00 	133.05 	-1.28
4047	-1  	3  	14  	0  	296.58 	0.00 	252.25 	1.33
4048	-1  	3  	15  	0  	36.85 	0.00 	26.86 	2.98
4049	-1  	3  	16  	1  	39.94 	0.00 	62.70 	1.92
4050	-1  	4  	4  	1  	93.80 	0.00 	98.48 	-1.66
4051	-1  	4  	5  	1  	230.68 	0.00 	218.80 	1.47
4052	-1  	4  	6  	1  	117.82 	0.00 	135.67 	-0.29
4053	-1  	4  	7  	1  	182.30 	0.00 	147.26 	1.31
4054	-1  	4  	9  	1  	178.59 	0.00 	151.33 	-1.81
4055	-1  	4  	10  	1  	118.57 	0.00 	129.15 	-1.83
4056	-1  	4  	11  	1  	111.26 	0.00 	95.98 	-0.65
4057	-1  	4  	12  	0  	72.93 	0.00 	72.24 	0.04
4058	-1  	4  	13  	1  	35.39 	0.00 	35.03 	0.32
4059	-1  	4  	14  	1  	40.12 	0.00 	22.59 	-0.32
4060	-1  	4  	15  	1  	85.65 	0.00 	86.74 	2.20
4061	-1  	4  	16  	1  	102.33 	0.00 	83.03 	0.45
4062	-1  	5  	1  	1  	270.09 	0.00 	214.06 	1.57
4063	-1  	5  	2  	1  	52.50 	0.00 	93.57 	0.27
4064	-1  	5  	3  	1  	117.28 	0.00 	88.91 	-2.73
4065	-1  	5  	4  	1  	251.49 	0.00 	205.83 	0.30
4066	-1  	5  	5  	1  	450.47 	0.00 	436.24 	1.32
4067	-1  	5  	6  	0  	341.58 	0.00 	330.48 	3.04
4068	-1  	5  	7  	1  	208.07 	0.00 	163.67 	-0.74
4069	-1  	5  	8  	1  	77.01 	0.00 	61.07 	2.50
4070	-1  	5  	9  	1  	167.01 	0.00 	169.52 	-0.64
4071	-1  	5  	10  	0  	310.29 	0.00 	291.85 	-0.97
4072	-1  	5  	11  	1  	32.18 	0.00 	83.58 	2.75
4073	-1  	5  	12  	1  	127.06 	0.00 	95.74 	2.28
4074	-1  	5  	13  	1  	54.87 	0.00 	70.55 	-0.37
4075	-1  	5  	14  	1  	139.58 	0.00 	118.59 	1.21
4076	-1  	5  	15  	1  	35.60 	0.00 	38.60 	-1.37
4077	-1  	6  	2  	1  	105.79 	0.00 	93.57 	-0.40
4078	-1  	6  	3  	1  	519.86 	0.00 	496.73 	-2.27
4079	-1  	6  	4  	1  	67.23 	0.00 	41.29 	2.19
4080	-1  	6  	5  	1  	161.79 	0.00 	134.80 	-3.08
4081	-1  	6  	6  	1  	84.39 	0.00 	141.58 	-2.38
4082	-1  	6  	7  	1  	287.98 	0.00 	290.64 	0.93
4083	-1  	6  	8  	1  	184.25 	0.00 	142.92 	1.35
4084	-1  	6  	10  	1  	96.70 	0.00 	120.95 	-0.28
4085	-1  	6  	11  	1  	46.70 	0.00 	29.07 	-0.13
4086	-1  	6  	12  	1  	39.59 	0.00 	24.58 	2.01
4087	-1  	6  	13  	1  	83.65 	0.00 	57.95 	2.87
4088	-1  	6  	14  	1  	98.50 	0.00 	99.87 	3.07
4089	-1  	6  	15  	1  	33.33 	0.00 	58.70 	-0.61
4090	-1  	7  	1  	1  	282.43 	0.00 	227.45 	1.99
4091	-1  	7  	2  	1  	358.23 	0.00 	358.57 	1.31
4092	-1  	7  	3  	0  	216.80 	0.00 	228.46 	-0.73
4093	-1  	7  	4  	1  	332.82 	0.00 	277.62 	0.03
4094	-1  	7  	5  	1  	68.01 	0.00 	99.08 	-1.52
4095	-1  	7  	6  	1  	292.40 	0.00 	257.25 	0.81
4096	-1  	7  	7  	1  	251.35 	0.00 	222.23 	0.19
4097	-1  	7  	8  	1  	53.06 	0.00 	65.79 	0.79
4098	-1  	7  	9  	1  	87.08 	0.00 	109.89 	0.86
4099	-1  	7  	10  	1  	155.03 	0.00 	130.72 	-1.26
4100	-1  	7  	11  	1  	61.05 	0.00 	81.70 	0.11
4101	-1  	7  	12  	1  	34.19 	0.00 	24.92 	2.48
4102	-1  	7  	13  	1  	100.16 	0.00 	77.85 	0.15
4103	-1  	7  	14  	1  	96.89 	0.00 	64.85 	-1.81
4104	-1  	8  	2  	1  	99.62 	0.00 	82.60 	-1.90
4105	-1  	8  	3  	0  	414.88 	0.00 	304.66 	1.55
4106	-1  	8  	5  	1  	405.02 	0.00 	372.22 	1.27
4107	-1  	8  	6  	1  	87.46 	0.00 	116.41 	-1.43
4108	-1  	8  	7  	1  	175.17 	0.00 	138.83 	2.79
4109	-1  	8  	8  	1  	74.14 	0.00 	38.38 	1.28
4110	-1  	8  	9  	1  	176.40 	0.00 	161.85 	-2.66
4111	-1  	8  	10  	1  	51.01 	0.00 	30.26 	2.28
4112	-1  	8  	11  	1  	87.14 	0.00 	79.77 	-1.54
4113	-1  	8  	12  	1  	58.99 	0.00 	82.71 	-0.95
4114	-1  	8  	13  	1  	136.86 	0.00 	125.20 	0.82
4115	-1  	8  	14  	1  	53.75 	0.00 	40.03 	-2.78
4116	-1  	9  	1  	1  	191.33 	0.00 	140.04 	1.12
4117	-1  	9  	3  	1  	144.89 	0.00 	183.02 	-0.57
4118	-1  	9  	4  	1  	120.71 	0.00 	136.47 	-1.07
4119	-1  	9  	5  	1  	58.67 	0.00 	80.07 	-0.77
4120	-1  	9  	6  	1  	81.73 	0.00 	88.72 	-1.47
4121	-1  	9  	7  	1  	96.80 	0.00 	86.50 	0.22
4122	-1  	9  	8  	1  	82.81 	0.00 	150.89 	1.58
4123	-1  	9  	9  	0  	127.55 	0.00 	77.74 	1.48
4124	-1  	9  	10  	1  	119.13 	0.00 	95.60 	-2.17
4125	-1  	9  	11  	1  	139.73 	0.00 	133.10 	2.46
4126	-1  	9  	12  	1  	58.02 	0.00 	50.16 	2.51
4127	-1  	9  	13  	1  	64.92 	0.00 	81.61 	0.98
4128	-1  	10  	1  	0  	66.71 	0.00 	52.79 	1.93
4129	-1  	10  	2  	1  	88.37 	0.00 	62.13 	-2.84
4130	-1  	10  	3  	1  	63.07 	0.00 	100.88 	1.43
4131	-1  	10  	4  	1  	58.62 	0.00 	109.58 	0.15
4132	-1  	10  	6  	1  	64.12 	0.00 	32.20 	2.45
4133	-1  	10  	7  	1  	59.00 	0.00 	63.05 	3.10
4134	-1  	10  	8  	1  	170.92 	0.00 	111.22 	1.56
4135	-1  	10  	9  	1  	58.73 	0.00 	79.64 	1.71
4136	-1  	10  	10  	1  	63.67 	0.00 	67.26 	1.82
4137	-1  	10  	11  	1  	41.94 	0.00 	64.05 	-1.60
4138	-1  	10  	12  	1  	55.66 	0.00 	67.34 	-0.47
4139	-1  	11  	4  	1  	84.18 	0.00 	37.99 	0.91
4140	-1  	11  	5  	1  	164.18 	0.00 	188.41 	-0.29
4141	-1  	11  	6  	1  	71.32 	0.00 	40.04 	-0.32
4142	-1  	11  	8  	1  	91.21 	0.00 	79.61 	0.37
4143	-1  	11  	9  	0  	68.21 	0.00 	74.29 	2.43
4144	-1  	11  	11  	1  	135.41 	0.00 	138.87 	-2.25
4145	-1  	12  	1  	1  	70.68 	0.00 	65.90 	1.89
4146	-1  	12  	3  	1  	66.93 	0.01 	109.11 	-2.03
4147	-1  	12  	6  	1  	78.95 	0.01 	105.35 	2.88
4148	-1  	12  	7  	1  	141.98 	0.01 	169.97 	-2.45
4149	-1  	12  	9  	1  	71.43 	0.01 	45.16 	1.52
4150	-1  	13  	2  	1  	79.74 	0.01 	123.14 	-0.86
4151	-1  	13  	5  	1  	118.38 	0.01 	164.85 	-0.44
4152	-1  	13  	7  	1  	148.95 	0.01 	140.87 	0.08
4153	-1  	14  	3  	1  	74.28 	0.01 	115.54 	-0.83
4154	0  	0  	7  	1  	260.28 	0.00 	263.82 	0.00
4155	0  	0  	8  	1  	265.52 	0.00 	248.45 	0.00
4156	0  	0  	9  	1  	27.20 	0.00 	30.86 	3.14
4157	0  	0  	11  	1  	198.53 	0.00 	158.00 	3.14
4158	0  	0  	12  	1  	48.15 	0.00 	84.04 	3.14
4159	0  	0  	13  	1  	119.28 	0.00 	131.76 	3.14
4160	0  	0  	14  	1  	219.07 	0.00 	218.65 	0.00
4161	0  	0  	15  	1  	44.67 	0.00 	48.62 	0.00
4162	0  	0  	16  	0  	52.15 	0.00 	56.12 	0.00
4163	0  	1  	6  	0  	71.62 	0.00 	106.71 	2.58
4164	0  	1  	7  	1  	207.50 	0.00 	172.54 	1.02
4165	0  	1  	8  	1  	397.46 	0.00 	424.82 	-0.68
4166	0  	1  	9  	1  	162.56 	0.00 	164.46 	-1.18
4167	0  	1  	10  	1  	215.64 	0.00 	240.06 	1.82
4168	0  	1  	11  	1  	111.54 	0.00 	105.29 	-1.28
4169	0  	1  	12  	1  	169.04 	0.00 	178.61 	-1.56
4170	0  	1  	13  	1  	189.26 	0.00 	172.08 	-1.41
4171	0  	1  	14  	1  	184.30 	0.00 	164.47 	-1.66
4172	0  	1  	15  	0  	45.55 	0.00 	51.38 	-1.39
4173	0  	1  	16  	1  	132.06 	0.00 	118.09 	-2.71
4174	0  	2  	6  	1  	317.67 	0.00 	303.52 	2.66
4175	0  	2  	7  	1  	394.64 	0.00 	366.75 	-1.38
4176	0  	2  	9  	1  	259.96 	0.00 	237.50 	0.63
4177	0  	2  	10  	1  	62.78 	0.00 	70.36 	-1.66
4178	0  	2  	11  	1  	53.00 	0.00 	65.01 	-0.67
4179	0  	2  	12  	1  	140.74 	0.00 	131.64 	0.62
4180	0  	2  	13  	1  	37.76 	0.00 	46.65 	2.91
4181	0  	2  	14  	1  	77.33 	0.00 	65.66 	0.54
4182	0  	2  	15  	0  	42.78 	0.00 	49.25 	-2.48
4183	0  	3  	5  	1  	26.36 	0.00 	40.30 	-0.71
4184	0  	3  	6  	1  	68.91 	0.00 	106.64 	0.96
4185	0  	3  	7  	1  	296.49 	0.00 	330.22 	-1.60
4186	0  	3  	8  	1  	167.65 	0.00 	136.56 	1.97
4187	0  	3  	9  	1  	90.33 	0.00 	109.72 	1.25
4188	0  	3  	10  	0  	138.66 	0.00 	119.42 	1.92
4189	0  	3  	11  	1  	224.99 	0.00 	210.23 	-0.84
4190	0  	3  	12  	1  	51.56 	0.00 	54.95 	0.28
4191	0  	3  	13  	1  	161.36 	0.00 	120.23 	-0.53
4192	0  	3  	14  	1  	45.97 	0.00 	16.19 	3.05
4193	0  	3  	15  	0  	57.88 	0.00 	58.50 	-2.04
4194	0  	3  	16  	1  	61.15 	0.00 	37.90 	-2.24
4195	0  	4  	4  	1  	295.48 	0.00 	282.07 	-2.58
4196	0  	4  	5  	1  	176.14 	0.00 	162.70 	-0.69
4197	0  	4  	6  	0  	411.20 	0.00 	254.04 	-1.37
4198	0  	4  	7  	1  	218.27 	0.00 	175.88 	-2.12
4199	0  	4  	8  	1  	120.67 	0.00 	109.90 	0.28
4200	0  	4  	9  	1  	118.69 	0.00 	98.81 	0.64
4201	0  	4  	10  	1  	52.55 	0.00 	54.08 	3.12
4202	0  	4  	11  	1  	128.59 	0.00 	135.42 	1.30
4203	0  	4  	12  	1  	60.11 	0.00 	50.39 	0.91
4204	0  	4  	13  	1  	29.48 	0.00 	28.55 	0.71
4205	0  	4  	14  	1  	91.56 	0.00 	79.67 	-1.30
4206	0  	4  	15  	1  	102.33 	0.00 	90.56 	0.61
4207	0  	4  	16  	1  	45.58 	0.00 	47.10 	2.47
4208	0  	5  	2  	1  	77.02 	0.00 	65.02 	-1.08
4209	0  	5  	3  	1  	272.95 	0.00 	251.62 	-2.47
4210	0  	5  	4  	0  	306.49 	0.00 	331.17 	0.46
4211	0  	5  	5  	1  	469.68 	0.00 	428.38 	-0.75
4212	0  	5  	6  	1  	268.28 	0.00 	203.75 	2.01
4213	0  	5  	7  	1  	91.08 	0.00 	121.22 	2.61
4214	0  	5  	8  	0  	89.67 	0.00 	65.57 	-0.70
4215	0  	5  	9  	1  	33.69 	0.00 	66.56 	0.20
4216	0  	5  	10  	1  	114.55 	0.00 	105.76 	2.57
4217	0  	5  	11  	1  	149.71 	0.00 	175.65 	-1.98
4218	0  	5  	13  	1  	92.40 	0.00 	112.42 	-1.48
4219	0  	5  	14  	1  	64.33 	0.00 	64.66 	-0.20
4220	0  	5  	15  	1  	84.47 	0.00 	70.66 	1.40
4221	0  	6  	2  	1  	119.32 	0.00 	116.35 	-2.01
4222	0  	6  	3  	1  	371.23 	0.00 	395.95 	1.89
4223	0  	6  	4  	1  	291.12 	0.00 	251.38 	2.28
4224	0  	6  	5  	1  	176.03 	0.00 	181.18 	1.69
4225	0  	6  	6  	1  	188.46 	0.00 	164.35 	2.42
4226	0  	6  	7  	1  	197.02 	0.00 	129.86 	2.09
4227	0  	6  	8  	1  	176.51 	0.00 	190.59 	-1.92
4228	0  	6  	9  	1  	39.74 	0.00 	68.98 	-1.27
4229	0  	6  	10  	1  	66.71 	0.00 	66.54 	1.43
4230	0  	6  	11  	1  	110.93 	0.00 	129.98 	0.51
4231	0  	6  	12  	1  	298.52 	0.00 	264.33 	1.45
4232	0  	6  	13  	1  	103.66 	0.00 	66.58 	3.04
4233	0  	6  	14  	1  	72.32 	0.00 	90.17 	0.86
4234	0  	6  	15  	1  	43.50 	0.00 	43.26 	2.72
4235	0  	7  	2  	1  	201.71 	0.00 	195.36 	1.33
4236	0  	7  	3  	1  	83.85 	0.00 	88.10 	0.97
4237	0  	7  	4  	1  	108.95 	0.00 	86.29 	-2.45
4238	0  	7  	5  	1  	455.06 	0.00 	393.69 	-1.29
4239	0  	7  	6  	1  	64.17 	0.00 	37.04 	-0.34
4240	0  	7  	7  	1  	69.64 	0.00 	100.77 	-1.36
4241	0  	7  	8  	1  	58.69 	0.00 	22.17 	-0.29
4242	0  	7  	9  	1  	54.12 	0.00 	53.49 	2.07
4243	0  	7  	10  	1  	58.89 	0.00 	63.45 	-2.21
4244	0  	7  	11  	1  	83.49 	0.00 	77.63 	2.31
4245	0  	7  	12  	1  	105.78 	0.00 	103.33 	0.23
4246	0  	7  	13  	1  	137.55 	0.00 	121.73 	-2.59
4247	0  	7  	14  	1  	49.39 	0.00 	15.92 	-2.10
4248	0  	8  	1  	1  	274.97 	0.00 	281.60 	-2.70
4249	0  	8  	3  	1  	399.16 	0.00 	345.38 	2.57
4250	0  	8  	4  	1  	288.21 	0.00 	258.70 	-2.62
4251	0  	8  	5  	1  	63.66 	0.00 	116.41 	-1.17
4252	0  	8  	6  	1  	93.53 	0.00 	90.63 	-0.27
4253	0  	8  	7  	1  	203.30 	0.00 	221.87 	2.11
4254	0  	8  	8  	1  	92.45 	0.00 	74.38 	-0.92
4255	0  	8  	9  	1  	176.92 	0.00 	195.94 	-0.80
4256	0  	8  	10  	1  	52.88 	0.00 	51.11 	-1.73
4257	0  	8  	11  	1  	68.74 	0.00 	77.86 	2.91
4258	0  	8  	13  	1  	115.76 	0.00 	129.48 	-2.74
4259	0  	8  	14  	1  	59.34 	0.00 	29.45 	-1.54
4260	0  	9  	1  	1  	68.06 	0.00 	110.79 	-2.96
4261	0  	9  	2  	1  	165.81 	0.00 	176.85 	0.32
4262	0  	9  	3  	1  	187.51 	0.00 	178.76 	-1.54
4263	0  	9  	4  	0  	388.78 	0.00 	292.61 	-2.70
4264	0  	9  	5  	1  	92.59 	0.00 	65.04 	2.27
4265	0  	9  	6  	1  	58.77 	0.00 	78.09 	2.52
4266	0  	9  	7  	1  	75.85 	0.00 	31.59 	-2.93
