         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc         h          k          l       FREE         FP      SIGFP      FCalc    PHICalc 	h 	k 	l 	FREE 	FP 	SIGFP 	FCalc 	PHICalc 	
1331	-18  	6  	12  	1  	60.06 	0.00 	50.59 	-1.86
1332	-18  	6  	13  	1  	136.45 	0.00 	116.22 	2.19
1333	-18  	7  	1  	0  	48.23 	0.00 	49.86 	-1.87
1334	-18  	7  	2  	1  	132.83 	0.00 	234.28 	1.27
1335	-18  	7  	3  	1  	112.93 	0.00 	89.47 	-1.93
1336	-18  	7  	4  	1  	77.75 	0.00 	101.82 	2.99
1337	-18  	7  	5  	1  	133.95 	0.00 	147.38 	0.02
1338	-18  	7  	6  	1  	136.11 	0.00 	140.48 	-1.44
1339	-18  	7  	7  	1  	121.06 	0.00 	115.02 	-2.79
1340	-18  	7  	8  	1  	157.96 	0.00 	161.33 	-1.49
1341	-18  	7  	9  	1  	55.64 	0.00 	62.32 	-2.37
1342	-18  	7  	10  	1  	130.11 	0.00 	95.62 	2.13
1343	-18  	7  	11  	1  	169.79 	0.00 	150.41 	-1.57
1344	-18  	7  	12  	1  	53.82 	0.00 	53.76 	-0.53
1345	-18  	7  	13  	1  	56.90 	0.00 	40.81 	-2.57
1346	-18  	7  	14  	1  	47.70 	0.00 	35.71 	0.65
1347	-18  	8  	1  	1  	242.69 	0.00 	228.86 	-0.68
1348	-18  	8  	3  	1  	189.17 	0.00 	184.80 	-0.45
1349	-18  	8  	4  	1  	70.07 	0.00 	40.81 	-0.57
1350	-18  	8  	5  	0  	65.97 	0.00 	72.20 	-2.54
1351	-18  	8  	6  	1  	41.60 	0.00 	32.26 	-0.73
1352	-18  	8  	7  	1  	55.74 	0.00 	75.25 	2.23
1353	-18  	8  	8  	1  	50.04 	0.00 	50.39 	0.67
1354	-18  	8  	9  	1  	49.02 	0.00 	56.59 	-0.78
1355	-18  	8  	10  	1  	54.60 	0.00 	34.40 	-1.16
1356	-18  	8  	11  	1  	121.06 	0.00 	123.19 	-3.00
1357	-18  	8  	12  	0  	41.94 	0.00 	51.90 	-1.63
1358	-18  	8  	13  	1  	62.86 	0.00 	72.15 	-1.50
1359	-18  	9  	1  	1  	55.48 	0.00 	78.87 	-1.73
1360	-18  	9  	2  	1  	53.17 	0.00 	51.41 	-2.78
1361	-18  	9  	3  	1  	85.29 	0.00 	91.16 	-0.06
1362	-18  	9  	4  	1  	72.36 	0.00 	91.40 	2.67
1363	-18  	9  	6  	1  	59.31 	0.00 	66.92 	1.36
1364	-18  	9  	7  	0  	50.57 	0.00 	52.95 	-0.72
1365	-18  	9  	8  	1  	112.95 	0.00 	122.12 	-1.36
1366	-18  	9  	9  	0  	137.05 	0.00 	120.28 	1.41
1367	-18  	9  	10  	0  	82.27 	0.00 	44.35 	-2.23
1368	-18  	9  	11  	1  	165.94 	0.00 	144.86 	2.89
1369	-18  	9  	12  	1  	62.23 	0.00 	24.46 	-0.16
1370	-18  	10  	1  	1  	65.59 	0.00 	87.65 	0.06
1371	-18  	10  	2  	1  	126.28 	0.00 	97.22 	0.56
1372	-18  	10  	3  	1  	70.76 	0.00 	71.56 	0.81
1373	-18  	10  	4  	1  	99.66 	0.00 	86.06 	0.60
1374	-18  	10  	5  	1  	81.46 	0.00 	62.82 	2.54
1375	-18  	10  	6  	0  	65.99 	0.00 	82.19 	-0.67
1376	-18  	10  	8  	1  	86.51 	0.00 	67.07 	2.70
1377	-18  	10  	9  	1  	77.93 	0.00 	72.44 	-0.68
1378	-18  	10  	10  	1  	67.59 	0.00 	68.32 	2.96
1379	-18  	11  	2  	1  	61.40 	0.00 	79.70 	-1.84
1380	-18  	11  	3  	1  	58.98 	0.00 	89.79 	-1.66
1381	-18  	11  	4  	1  	77.16 	0.00 	70.64 	-0.84
1382	-18  	11  	7  	1  	60.63 	0.00 	42.21 	0.78
1383	-18  	11  	8  	1  	67.44 	0.00 	51.40 	2.29
1384	-18  	12  	2  	1  	57.89 	0.00 	36.17 	0.63
1385	-18  	12  	3  	1  	64.25 	0.00 	18.91 	-2.86
1386	-18  	12  	4  	0  	70.02 	0.00 	66.77 	2.22
1387	-17  	0  	1  	1  	70.92 	0.00 	113.04 	0.00
1388	-17  	0  	2  	1  	131.13 	0.00 	130.22 	0.00
1389	-17  	0  	3  	1  	39.83 	0.00 	36.50 	0.00
1390	-17  	0  	4  	1  	73.81 	0.00 	85.72 	3.14
1391	-17  	0  	5  	1  	149.91 	0.00 	143.91 	0.00
1392	-17  	0  	6  	1  	97.44 	0.00 	64.25 	0.00
1393	-17  	0  	7  	1  	53.79 	0.00 	68.57 	3.14
1394	-17  	0  	8  	1  	39.91 	0.00 	29.78 	0.00
1395	-17  	0  	10  	1  	243.12 	0.00 	227.22 	3.14
1396	-17  	0  	11  	1  	91.88 	0.00 	34.01 	0.00
1397	-17  	0  	12  	1  	50.16 	0.00 	46.66 	0.00
1398	-17  	0  	14  	1  	45.48 	0.00 	64.13 	0.00
1399	-17  	0  	15  	1  	69.16 	0.00 	146.09 	0.00
1400	-17  	1  	1  	1  	167.43 	0.00 	169.08 	-1.90
1401	-17  	1  	2  	1  	147.45 	0.00 	156.68 	1.33
1402	-17  	1  	3  	1  	22.38 	0.00 	46.62 	0.80
1403	-17  	1  	4  	1  	350.35 	0.00 	339.83 	1.88
1404	-17  	1  	5  	1  	183.45 	0.00 	121.34 	1.24
1405	-17  	1  	6  	1  	146.03 	0.00 	117.85 	3.10
1406	-17  	1  	7  	1  	69.46 	0.00 	79.06 	-1.41
1407	-17  	1  	8  	1  	147.61 	0.00 	169.74 	-1.76
1408	-17  	1  	9  	1  	123.29 	0.00 	150.64 	-1.52
1409	-17  	1  	10  	1  	323.93 	0.00 	312.63 	1.25
1410	-17  	1  	11  	1  	71.84 	0.00 	88.78 	2.85
1411	-17  	1  	12  	1  	91.04 	0.00 	38.79 	-1.43
1412	-17  	1  	13  	1  	112.02 	0.00 	132.61 	2.26
1413	-17  	1  	14  	1  	37.07 	0.00 	33.32 	-1.36
1414	-17  	1  	15  	1  	126.87 	0.00 	128.57 	-1.07
1415	-17  	1  	16  	1  	76.09 	0.00 	64.56 	3.12
1416	-17  	2  	1  	1  	210.85 	0.00 	199.70 	-3.06
1417	-17  	2  	2  	1  	44.06 	0.00 	46.59 	-2.22
1418	-17  	2  	3  	1  	126.87 	0.00 	148.16 	1.73
1419	-17  	2  	4  	1  	271.47 	0.00 	205.97 	-0.97
1420	-17  	2  	5  	1  	255.22 	0.00 	211.16 	2.21
1421	-17  	2  	6  	1  	234.57 	0.00 	233.95 	-2.09
1422	-17  	2  	7  	1  	241.79 	0.00 	214.76 	2.77
1423	-17  	2  	8  	1  	46.22 	0.00 	61.97 	-1.32
1424	-17  	2  	9  	1  	187.12 	0.00 	165.25 	0.37
1425	-17  	2  	10  	1  	46.84 	0.00 	70.24 	0.11
1426	-17  	2  	13  	1  	116.07 	0.00 	125.81 	1.84
1427	-17  	2  	14  	1  	144.60 	0.00 	141.23 	-2.03
1428	-17  	2  	15  	1  	66.57 	0.00 	81.19 	2.25
1429	-17  	2  	16  	1  	76.47 	0.00 	85.38 	-0.85
1430	-17  	3  	1  	1  	29.82 	0.00 	38.13 	1.22
1431	-17  	3  	2  	0  	162.74 	0.00 	121.13 	-0.19
1432	-17  	3  	3  	1  	123.04 	0.00 	117.14 	-2.91
1433	-17  	3  	4  	1  	273.55 	0.00 	218.74 	2.83
1434	-17  	3  	5  	1  	270.31 	0.00 	264.14 	-1.99
1435	-17  	3  	6  	1  	152.90 	0.00 	175.45 	-0.57
1436	-17  	3  	7  	1  	149.90 	0.00 	139.41 	-0.90
1437	-17  	3  	8  	0  	74.33 	0.00 	97.56 	-2.72
1438	-17  	3  	9  	1  	26.71 	0.00 	30.27 	-1.67
1439	-17  	3  	10  	1  	100.19 	0.00 	107.12 	-0.41
1440	-17  	3  	11  	0  	50.73 	0.00 	94.06 	0.89
1441	-17  	3  	12  	1  	120.83 	0.00 	135.62 	1.95
1442	-17  	3  	13  	0  	154.48 	0.00 	94.27 	1.06
1443	-17  	3  	14  	1  	66.30 	0.00 	61.83 	-1.57
1444	-17  	3  	15  	1  	138.17 	0.00 	116.19 	2.13
1445	-17  	3  	16  	1  	42.99 	0.00 	30.06 	-0.42
1446	-17  	4  	1  	1  	187.14 	0.00 	178.60 	-2.55
1447	-17  	4  	2  	1  	291.95 	0.00 	306.18 	-1.32
1448	-17  	4  	3  	1  	262.13 	0.00 	258.02 	-0.95
1449	-17  	4  	4  	1  	55.27 	0.00 	46.25 	-2.48
1450	-17  	4  	5  	1  	232.10 	0.00 	186.08 	-2.81
1451	-17  	4  	6  	1  	59.21 	0.00 	80.34 	2.48
1452	-17  	4  	7  	1  	50.86 	0.00 	53.72 	-1.81
1453	-17  	4  	8  	0  	102.73 	0.00 	60.54 	1.83
1454	-17  	4  	9  	1  	143.33 	0.00 	135.08 	0.72
1455	-17  	4  	10  	1  	42.12 	0.00 	32.21 	0.86
1456	-17  	4  	11  	1  	188.35 	0.00 	162.12 	0.27
1457	-17  	4  	12  	1  	117.05 	0.00 	126.36 	0.56
1458	-17  	4  	13  	1  	58.34 	0.00 	79.19 	3.00
1459	-17  	4  	14  	1  	72.56 	0.00 	80.71 	0.80
1460	-17  	4  	15  	1  	84.96 	0.00 	80.36 	-0.73
1461	-17  	5  	1  	1  	296.74 	0.00 	305.01 	-2.48
1462	-17  	5  	2  	1  	55.41 	0.00 	104.38 	1.20
1463	-17  	5  	3  	1  	173.30 	0.00 	170.27 	-0.75
1464	-17  	5  	4  	1  	142.52 	0.00 	132.18 	0.88
1465	-17  	5  	5  	1  	80.91 	0.00 	67.67 	-0.03
1466	-17  	5  	6  	1  	265.46 	0.00 	276.84 	-2.36
1467	-17  	5  	7  	1  	62.23 	0.00 	79.68 	-2.94
1468	-17  	5  	8  	1  	122.71 	0.00 	124.53 	-0.46
1469	-17  	5  	9  	1  	39.62 	0.00 	57.86 	1.79
1470	-17  	5  	10  	1  	193.43 	0.00 	168.24 	1.47
1471	-17  	5  	11  	1  	21.47 	0.00 	49.99 	2.52
1472	-17  	5  	12  	1  	187.55 	0.00 	171.56 	1.75
1473	-17  	5  	13  	1  	146.69 	0.00 	138.31 	1.88
1474	-17  	5  	14  	1  	46.51 	0.00 	63.43 	2.72
1475	-17  	5  	15  	1  	60.28 	0.00 	54.81 	-2.56
1476	-17  	6  	1  	1  	228.99 	0.00 	164.66 	0.31
1477	-17  	6  	2  	1  	109.98 	0.00 	113.73 	1.11
1478	-17  	6  	3  	1  	349.17 	0.00 	288.08 	0.41
1479	-17  	6  	4  	1  	98.69 	0.00 	104.26 	-0.32
1480	-17  	6  	5  	1  	65.51 	0.00 	35.69 	2.89
1481	-17  	6  	6  	1  	36.23 	0.00 	29.68 	0.17
1482	-17  	6  	7  	1  	75.33 	0.00 	87.93 	0.42
1483	-17  	6  	8  	1  	94.74 	0.00 	117.24 	-2.95
1484	-17  	6  	9  	1  	41.51 	0.00 	77.10 	1.90
1485	-17  	6  	10  	1  	99.74 	0.00 	112.25 	1.25
1486	-17  	6  	11  	1  	48.15 	0.00 	30.01 	2.13
1487	-17  	6  	12  	0  	79.91 	0.00 	95.20 	-0.61
1488	-17  	6  	13  	1  	149.69 	0.00 	139.65 	0.39
1489	-17  	6  	14  	1  	36.76 	0.00 	58.59 	-1.72
1490	-17  	6  	15  	1  	51.47 	0.00 	67.55 	-0.93
1491	-17  	7  	1  	1  	114.22 	0.00 	110.44 	-1.44
1492	-17  	7  	2  	0  	176.81 	0.00 	141.07 	2.19
1493	-17  	7  	3  	1  	126.01 	0.00 	108.64 	-0.44
1494	-17  	7  	4  	0  	122.03 	0.00 	179.10 	0.70
1495	-17  	7  	5  	1  	48.05 	0.00 	53.41 	0.33
1496	-17  	7  	7  	1  	82.57 	0.00 	77.70 	-2.96
1497	-17  	7  	8  	1  	40.74 	0.00 	51.11 	1.75
1498	-17  	7  	9  	1  	52.07 	0.00 	74.37 	-1.53
1499	-17  	7  	10  	1  	74.71 	0.00 	51.52 	-2.63
1500	-17  	7  	11  	1  	36.87 	0.00 	21.15 	-1.21
1501	-17  	7  	12  	1  	88.10 	0.00 	97.79 	2.83
1502	-17  	7  	13  	1  	224.40 	0.00 	228.56 	2.93
1503	-17  	7  	14  	1  	125.97 	0.00 	125.52 	2.33
1504	-17  	8  	1  	1  	94.65 	0.00 	96.15 	2.64
1505	-17  	8  	2  	1  	78.88 	0.00 	92.39 	0.10
1506	-17  	8  	3  	1  	50.66 	0.00 	60.11 	1.67
1507	-17  	8  	4  	1  	79.78 	0.00 	99.01 	2.71
1508	-17  	8  	5  	1  	81.90 	0.00 	96.53 	-0.78
1509	-17  	8  	6  	1  	67.15 	0.00 	60.08 	-1.81
1510	-17  	8  	8  	0  	62.06 	0.00 	66.76 	-2.74
1511	-17  	8  	9  	1  	48.12 	0.00 	66.81 	2.62
1512	-17  	8  	10  	1  	50.60 	0.00 	41.04 	2.40
1513	-17  	8  	11  	1  	43.80 	0.00 	64.82 	0.71
1514	-17  	8  	12  	1  	50.11 	0.00 	23.96 	-1.56
1515	-17  	8  	13  	1  	93.40 	0.00 	104.87 	-0.46
1516	-17  	9  	1  	1  	160.25 	0.00 	135.99 	2.44
1517	-17  	9  	2  	1  	52.97 	0.00 	57.53 	-0.77
1518	-17  	9  	4  	1  	165.85 	0.00 	212.94 	-0.33
1519	-17  	9  	5  	1  	56.73 	0.00 	62.03 	2.61
1520	-17  	9  	6  	1  	59.82 	0.00 	72.68 	-2.79
1521	-17  	9  	7  	1  	22.78 	0.00 	23.24 	-2.77
1522	-17  	9  	8  	1  	62.47 	0.00 	107.66 	-0.04
1523	-17  	9  	9  	1  	65.52 	0.00 	79.33 	-1.10
1524	-17  	9  	10  	1  	124.28 	0.00 	134.51 	-1.24
1525	-17  	9  	11  	1  	72.20 	0.00 	39.59 	0.17
1526	-17  	9  	12  	1  	53.61 	0.00 	29.07 	2.35
1527	-17  	10  	1  	1  	49.58 	0.00 	41.02 	2.10
1528	-17  	10  	2  	1  	56.98 	0.00 	61.04 	-1.76
1529	-17  	10  	3  	1  	98.84 	0.00 	50.09 	2.93
1530	-17  	10  	4  	1  	62.25 	0.00 	63.13 	-2.40
1531	-17  	10  	5  	1  	52.82 	0.00 	84.97 	-1.55
1532	-17  	10  	6  	1  	56.47 	0.00 	40.88 	3.07
1533	-17  	10  	7  	1  	59.94 	0.00 	49.86 	0.44
1534	-17  	10  	8  	1  	72.41 	0.00 	83.08 	1.70
1535	-17  	10  	9  	1  	46.49 	0.00 	72.40 	0.23
1536	-17  	10  	10  	1  	45.16 	0.00 	17.71 	-0.24
1537	-17  	10  	11  	1  	92.82 	0.00 	95.55 	2.19
1538	-17  	11  	1  	1  	90.88 	0.00 	100.03 	0.58
1539	-17  	11  	2  	1  	110.23 	0.00 	73.65 	2.44
1540	-17  	11  	3  	1  	70.26 	0.00 	42.25 	-3.03
1541	-17  	11  	4  	1  	69.89 	0.00 	104.19 	-2.84
1542	-17  	11  	5  	1  	58.59 	0.00 	45.02 	2.38
1543	-17  	11  	7  	1  	57.47 	0.00 	25.79 	0.87
1544	-17  	11  	8  	1  	67.39 	0.00 	73.67 	-0.11
1545	-17  	11  	9  	1  	83.03 	0.00 	85.48 	-2.50
1546	-17  	12  	2  	1  	63.55 	0.00 	36.99 	0.03
1547	-17  	12  	3  	1  	96.90 	0.00 	110.78 	-2.31
1548	-17  	12  	4  	1  	60.51 	0.00 	63.25 	1.53
1549	-17  	12  	5  	1  	72.51 	0.00 	50.35 	-2.29
1550	-17  	12  	6  	1  	65.23 	0.00 	46.72 	-2.69
1551	-16  	0  	4  	1  	199.14 	0.00 	149.09 	0.00
1552	-16  	0  	5  	1  	48.84 	0.00 	103.18 	3.14
1553	-16  	0  	6  	1  	301.10 	0.00 	357.07 	0.00
1554	-16  	0  	7  	1  	369.87 	0.00 	336.09 	0.00
1555	-16  	0  	8  	1  	182.25 	0.00 	134.88 	0.00
1556	-16  	0  	10  	1  	50.46 	0.00 	68.22 	0.00
1557	-16  	0  	11  	1  	127.68 	0.00 	145.35 	0.00
1558	-16  	0  	12  	1  	67.29 	0.00 	84.78 	3.14
1559	-16  	0  	14  	1  	55.13 	0.00 	22.67 	0.00
1560	-16  	0  	15  	1  	315.42 	0.00 	264.41 	3.14
1561	-16  	1  	2  	1  	95.84 	0.00 	113.38 	-1.92
1562	-16  	1  	3  	1  	247.85 	0.00 	256.66 	2.34
1563	-16  	1  	4  	0  	118.82 	0.00 	27.72 	-2.60
1564	-16  	1  	5  	1  	237.12 	0.00 	256.25 	0.52
1565	-16  	1  	6  	1  	126.48 	0.00 	100.71 	2.12
1566	-16  	1  	7  	1  	160.21 	0.00 	186.12 	0.68
1567	-16  	1  	8  	0  	89.45 	0.00 	147.46 	-0.18
1568	-16  	1  	9  	1  	134.86 	0.00 	117.47 	-1.06
1569	-16  	1  	10  	1  	194.37 	0.00 	177.60 	-1.09
1570	-16  	1  	11  	1  	125.33 	0.00 	163.79 	-1.36
1571	-16  	1  	12  	0  	67.09 	0.00 	84.11 	-0.39
1572	-16  	1  	13  	1  	56.92 	0.00 	92.52 	-1.31
1573	-16  	1  	14  	1  	51.28 	0.00 	55.24 	2.02
1574	-16  	1  	15  	1  	42.12 	0.00 	63.35 	3.00
1575	-16  	1  	16  	1  	75.28 	0.00 	107.47 	-0.70
1576	-16  	2  	1  	1  	200.36 	0.00 	209.27 	-0.16
1577	-16  	2  	2  	1  	215.76 	0.00 	166.06 	1.21
1578	-16  	2  	3  	1  	152.07 	0.00 	166.48 	-0.58
1579	-16  	2  	4  	0  	316.03 	0.00 	379.02 	0.97
1580	-16  	2  	5  	1  	123.43 	0.00 	115.87 	0.10
1581	-16  	2  	6  	1  	62.14 	0.00 	80.03 	-0.41
1582	-16  	2  	7  	1  	151.89 	0.00 	178.75 	-2.54
1583	-16  	2  	8  	1  	193.67 	0.00 	197.30 	0.66
1584	-16  	2  	9  	1  	300.60 	0.00 	251.85 	-2.96
1585	-16  	2  	10  	1  	144.34 	0.00 	123.11 	0.20
1586	-16  	2  	11  	1  	87.96 	0.00 	145.88 	2.02
1587	-16  	2  	12  	1  	130.28 	0.00 	124.32 	1.75
1588	-16  	2  	13  	1  	90.80 	0.00 	66.85 	-2.16
1589	-16  	2  	14  	1  	84.14 	0.00 	77.25 	-1.12
1590	-16  	2  	15  	1  	117.53 	0.00 	64.68 	-3.01
1591	-16  	2  	16  	1  	44.19 	0.00 	50.68 	-1.03
1592	-16  	3  	1  	0  	408.21 	0.00 	312.97 	-1.02
1593	-16  	3  	2  	1  	361.78 	0.00 	386.36 	0.26
1594	-16  	3  	3  	1  	214.78 	0.00 	231.05 	-3.08
1595	-16  	3  	4  	1  	344.71 	0.00 	305.80 	1.84
1596	-16  	3  	5  	1  	165.19 	0.00 	164.96 	0.45
1597	-16  	3  	6  	1  	176.62 	0.00 	179.35 	0.33
1598	-16  	3  	7  	1  	123.18 	0.00 	148.48 	-1.33
1599	-16  	3  	8  	1  	71.65 	0.00 	60.44 	-1.39
1600	-16  	3  	9  	1  	76.20 	0.00 	98.37 	-0.24
1601	-16  	3  	10  	1  	71.45 	0.00 	113.77 	-0.26
1602	-16  	3  	11  	1  	92.94 	0.00 	129.12 	1.10
1603	-16  	3  	12  	1  	41.60 	0.00 	55.03 	-1.59
1604	-16  	3  	13  	1  	39.07 	0.00 	38.07 	0.34
1605	-16  	3  	14  	1  	96.77 	0.00 	110.13 	-1.41
1606	-16  	3  	15  	1  	34.80 	0.00 	54.17 	-1.14
1607	-16  	3  	16  	1  	29.47 	0.00 	14.53 	2.92
1608	-16  	4  	1  	1  	155.58 	0.00 	111.52 	0.51
1609	-16  	4  	2  	1  	171.02 	0.00 	171.79 	0.06
1610	-16  	4  	3  	0  	147.13 	0.00 	150.40 	1.29
1611	-16  	4  	4  	1  	112.76 	0.00 	60.38 	0.15
1612	-16  	4  	5  	1  	57.49 	0.00 	76.27 	-0.24
1613	-16  	4  	6  	1  	148.77 	0.00 	137.25 	1.71
1614	-16  	4  	7  	1  	64.75 	0.00 	74.98 	2.03
1615	-16  	4  	8  	1  	66.31 	0.00 	76.18 	-2.53
1616	-16  	4  	9  	1  	74.47 	0.00 	64.78 	-2.34
1617	-16  	4  	10  	1  	124.65 	0.00 	107.79 	-2.03
1618	-16  	4  	11  	1  	56.48 	0.00 	42.64 	1.44
1619	-16  	4  	12  	1  	84.02 	0.00 	61.41 	-2.33
1620	-16  	4  	13  	1  	197.83 	0.00 	158.75 	-1.03
1621	-16  	4  	14  	1  	147.62 	0.00 	149.16 	-1.58
1622	-16  	4  	15  	0  	95.02 	0.00 	111.30 	1.60
1623	-16  	5  	1  	1  	266.21 	0.00 	249.12 	-2.07
1624	-16  	5  	2  	0  	391.87 	0.00 	308.75 	-1.44
1625	-16  	5  	3  	1  	78.82 	0.00 	70.12 	-1.57
1626	-16  	5  	4  	1  	161.81 	0.00 	182.73 	-2.16
1627	-16  	5  	5  	1  	321.21 	0.00 	310.00 	1.84
1628	-16  	5  	6  	1  	154.41 	0.00 	129.20 	1.02
1629	-16  	5  	7  	1  	253.51 	0.00 	205.26 	0.74
1630	-16  	5  	8  	1  	125.51 	0.00 	137.43 	-1.44
1631	-16  	5  	9  	1  	118.11 	0.00 	91.64 	-0.60
1632	-16  	5  	10  	0  	60.85 	0.00 	102.00 	-2.82
1633	-16  	5  	11  	1  	56.71 	0.00 	26.91 	1.37
1634	-16  	5  	12  	0  	45.92 	0.00 	36.63 	0.48
1635	-16  	5  	13  	1  	56.25 	0.00 	76.90 	0.32
1636	-16  	5  	14  	1  	87.80 	0.00 	99.96 	-0.04
1637	-16  	5  	15  	1  	141.51 	0.00 	137.29 	0.10
1638	-16  	6  	1  	1  	110.53 	0.00 	127.78 	2.74
1639	-16  	6  	2  	1  	52.84 	0.00 	83.42 	-1.38
1640	-16  	6  	3  	1  	121.90 	0.00 	148.42 	-1.18
1641	-16  	6  	4  	1  	111.18 	0.00 	152.16 	-2.30
1642	-16  	6  	5  	1  	58.18 	0.00 	78.89 	-2.19
1643	-16  	6  	6  	1  	214.40 	0.00 	256.26 	-2.86
1644	-16  	6  	7  	1  	171.06 	0.00 	174.09 	2.49
1645	-16  	6  	9  	1  	37.66 	0.00 	41.59 	1.69
1646	-16  	6  	10  	0  	145.08 	0.00 	105.05 	-0.04
1647	-16  	6  	11  	1  	86.88 	0.00 	100.31 	-0.53
1648	-16  	6  	12  	0  	175.58 	0.00 	163.59 	0.63
1649	-16  	6  	13  	0  	99.21 	0.00 	126.55 	0.67
1650	-16  	6  	14  	1  	131.69 	0.00 	81.03 	-0.67
1651	-16  	6  	15  	0  	39.41 	0.00 	46.30 	0.90
1652	-16  	7  	1  	0  	75.17 	0.00 	94.36 	1.29
1653	-16  	7  	2  	1  	154.80 	0.00 	166.92 	-0.55
1654	-16  	7  	3  	1  	95.00 	0.00 	99.60 	0.32
1655	-16  	7  	5  	1  	217.51 	0.00 	168.76 	1.57
1656	-16  	7  	6  	1  	132.17 	0.00 	129.16 	0.84
1657	-16  	7  	7  	1  	82.78 	0.00 	92.31 	0.41
1658	-16  	7  	8  	1  	91.15 	0.00 	94.47 	-2.96
1659	-16  	7  	9  	1  	134.51 	0.00 	165.70 	-1.75
1660	-16  	7  	10  	1  	55.58 	0.00 	59.18 	-0.88
1661	-16  	7  	11  	1  	43.50 	0.00 	10.38 	-0.58
1662	-16  	7  	12  	1  	229.28 	0.00 	222.60 	-0.35
1663	-16  	7  	13  	1  	54.24 	0.00 	95.52 	0.30
1664	-16  	7  	14  	1  	147.06 	0.00 	109.20 	-0.15
1665	-16  	8  	2  	1  	62.10 	0.00 	100.96 	1.86
1666	-16  	8  	3  	1  	129.04 	0.00 	144.27 	-2.30
1667	-16  	8  	4  	1  	170.87 	0.00 	144.65 	-1.82
1668	-16  	8  	5  	1  	70.66 	0.00 	77.34 	-2.52
1669	-16  	8  	6  	0  	202.66 	0.00 	208.81 	-3.04
1670	-16  	8  	7  	1  	59.43 	0.00 	65.51 	-1.26
1671	-16  	8  	8  	1  	56.55 	0.00 	44.51 	3.12
1672	-16  	8  	9  	1  	90.01 	0.00 	107.04 	-2.57
1673	-16  	8  	10  	1  	59.87 	0.00 	62.41 	1.08
1674	-16  	8  	11  	1  	74.64 	0.00 	43.54 	-0.20
1675	-16  	8  	12  	1  	35.92 	0.00 	32.42 	-1.30
1676	-16  	8  	13  	1  	68.40 	0.00 	66.10 	1.63
1677	-16  	9  	1  	1  	47.78 	0.00 	42.36 	2.58
1678	-16  	9  	2  	1  	66.30 	0.00 	62.84 	2.83
1679	-16  	9  	3  	1  	51.90 	0.00 	55.92 	0.07
1680	-16  	9  	4  	0  	100.31 	0.00 	143.65 	1.84
1681	-16  	9  	5  	1  	80.60 	0.00 	76.41 	1.88
1682	-16  	9  	6  	1  	53.77 	0.00 	31.33 	2.03
1683	-16  	9  	7  	1  	65.64 	0.00 	57.23 	-1.96
1684	-16  	9  	8  	1  	49.30 	0.00 	34.08 	2.80
1685	-16  	9  	9  	1  	110.30 	0.00 	119.03 	-2.44
1686	-16  	9  	10  	1  	86.22 	0.00 	98.80 	-1.80
1687	-16  	9  	11  	0  	114.42 	0.00 	128.43 	-0.00
1688	-16  	9  	12  	1  	55.92 	0.00 	60.15 	1.04
1689	-16  	10  	1  	1  	136.65 	0.00 	176.71 	2.16
1690	-16  	10  	2  	1  	117.76 	0.00 	103.85 	-1.43
1691	-16  	10  	3  	0  	74.78 	0.00 	61.67 	1.11
1692	-16  	10  	4  	1  	58.64 	0.00 	43.54 	-0.57
1693	-16  	10  	5  	1  	217.99 	0.00 	169.35 	-1.57
1694	-16  	10  	6  	0  	64.77 	0.00 	30.47 	0.22
1695	-16  	10  	7  	1  	55.64 	0.00 	48.94 	-2.01
1696	-16  	10  	8  	1  	59.73 	0.00 	63.28 	-0.57
1697	-16  	10  	9  	1  	74.01 	0.00 	117.40 	-1.01
1698	-16  	10  	10  	1  	91.67 	0.00 	100.51 	-0.48
1699	-16  	10  	11  	1  	73.62 	0.00 	72.71 	-1.10
1700	-16  	11  	1  	1  	65.82 	0.00 	87.93 	-1.28
1701	-16  	11  	2  	1  	144.73 	0.00 	146.25 	-1.48
1702	-16  	11  	3  	1  	69.56 	0.00 	82.42 	1.01
1703	-16  	11  	4  	1  	62.80 	0.00 	70.25 	-2.56
1704	-16  	11  	6  	1  	83.54 	0.00 	86.94 	-2.64
1705	-16  	11  	7  	1  	111.26 	0.00 	82.73 	-2.38
1706	-16  	11  	8  	1  	148.51 	0.00 	94.77 	-2.32
1707	-16  	11  	9  	1  	139.72 	0.00 	111.60 	-2.47
1708	-16  	12  	1  	1  	72.82 	0.00 	46.43 	0.99
1709	-16  	12  	3  	0  	56.89 	0.00 	24.79 	2.96
1710	-16  	12  	5  	0  	68.29 	0.00 	124.15 	-1.37
1711	-16  	12  	7  	1  	79.55 	0.00 	62.12 	1.13
1712	-15  	0  	2  	1  	244.42 	0.00 	269.90 	0.00
1713	-15  	0  	3  	1  	290.76 	0.00 	284.06 	0.00
1714	-15  	0  	4  	0  	75.41 	0.00 	2.34 	0.00
1715	-15  	0  	5  	1  	507.87 	0.00 	505.62 	0.00
1716	-15  	0  	6  	1  	75.30 	0.00 	29.54 	3.14
1717	-15  	0  	8  	1  	81.92 	0.00 	163.77 	0.00
1718	-15  	0  	9  	1  	229.73 	0.00 	211.23 	3.14
